Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,B,18211325,2286,,,,,,,,,,,,,,,,68.000,-90.188,10.000
1,S,18211325,3386,0.480,0.800,2.400,0.054,-0.232,-0.943,,,,,,,,,,,,
1,A,21764558,996,,,,,,,0.100,-0.234,-0.992,,,,,,,,,
1,B,18213358,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18213358,2033,0.480,1.120,2.080,0.053,-0.233,-0.944,,,,,,,,,,,,
1,A,21767545,996,,,,,,,0.098,-0.234,-0.992,,,,,,,,,
1,B,18216745,3286,,,,,,,,,,0.039,-0.195,-0.991,,,,,,
1,S,18216745,3387,0.800,1.760,2.080,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,21770532,996,,,,,,,0.099,-0.235,-0.993,,,,,,,,,
1,B,18220132,2286,,,,,,,,,,,,,,,,66.562,-91.000,10.938
1,S,18220132,3387,0.800,1.440,2.080,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,21773518,995,,,,,,,0.100,-0.233,-0.992,,,,,,,,,
1,B,18222164,4291,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18222164,2032,0.480,1.440,2.080,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,21777501,996,,,,,,,0.100,-0.233,-0.994,,,,,,,,,
1,B,18226886,3286,,,,,,,,,,0.038,-0.196,-0.990,,,,,,
1,S,18226886,4722,0.480,1.120,2.080,0.056,-0.233,-0.944,,,,,,,,,,,,
1,A,21780488,996,,,,,,,0.098,-0.234,-0.992,,,,,,,,,
1,B,18229615,2286,,,,,,,,,,,,,,,,67.562,-91.750,11.062
1,S,18229615,2729,0.480,0.800,1.760,0.055,-0.233,-0.946,,,,,,,,,,,,
1,A,21783475,996,,,,,,,0.101,-0.234,-0.991,,,,,,,,,
1,B,18232325,4287,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18232325,2710,0.800,1.120,1.440,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,21787457,995,,,,,,,0.100,-0.233,-0.996,,,,,,,,,
1,B,18236389,2286,,,,,,,,,,0.039,-0.196,-0.988,,,,,,
1,S,18236389,4064,1.120,1.440,1.760,0.054,-0.232,-0.947,,,,,,,,,,,,
1,A,21789448,995,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,18238421,2286,,,,,,,,,,,,,,,,66.812,-89.062,9.812
1,S,18238421,2032,1.120,1.440,2.080,0.055,-0.232,-0.946,,,,,,,,,,,,
1,A,21791440,996,,,,,,,0.102,-0.233,-0.993,,,,,,,,,
1,B,18241131,3291,,,,,,,,,,0.038,-0.196,-0.992,,,,,,
1,S,18241131,2710,1.120,1.120,2.080,0.056,-0.233,-0.946,,,,,,,,,,,,
1,A,21795422,995,,,,,,,0.099,-0.236,-0.993,,,,,,,,,
1,B,18244518,2286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18244518,3387,0.800,1.440,2.080,0.056,-0.233,-0.947,,,,,,,,,,,,
1,A,21797414,996,,,,,,,0.099,-0.235,-0.995,,,,,,,,,
1,B,18246550,3286,,,,,,,,,,0.039,-0.197,-0.992,,,,,,
1,S,18246550,2032,0.800,1.440,2.400,0.055,-0.234,-0.948,,,,,,,,,,,,
1,A,21800400,995,,,,,,,0.098,-0.236,-0.995,,,,,,,,,
1,B,18249937,2286,,,,,,,,,,,,,,,,67.000,-90.875,11.188
1,S,18249937,3387,1.120,1.440,2.080,0.054,-0.235,-0.948,,,,,,,,,,,,
1,A,21803387,995,,,,,,,0.099,-0.233,-0.998,,,,,,,,,
1,B,18251969,3286,,,,,,,,,,0.040,-0.195,-0.991,,,,,,
1,S,18251969,2032,1.760,1.120,2.080,0.055,-0.235,-0.948,,,,,,,,,,,,
1,A,21806374,996,,,,,,,0.099,-0.234,-0.995,,,,,,,,,
1,B,18255356,2286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18255356,3387,1.440,1.120,1.760,0.056,-0.234,-0.949,,,,,,,,,,,,
1,A,21808365,995,,,,,,,0.100,-0.234,-0.992,,,,,,,,,
1,B,18257388,3291,,,,,,,,,,,,,,,,67.188,-90.062,10.188
1,S,18257388,2032,1.440,1.120,1.440,0.056,-0.235,-0.948,,,,,,,,,,,,
1,A,21812348,996,,,,,,,0.100,-0.233,-0.993,,,,,,,,,
1,B,18260775,3287,,,,,,,,,,0.039,-0.195,-0.993,,,,,,
1,S,18260775,3387,1.440,1.120,1.120,0.056,-0.235,-0.946,,,,,,,,,,,,
1,A,21815335,996,,,,,,,0.101,-0.233,-0.991,,,,,,,,,
1,B,18264162,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18264162,3387,0.800,1.760,1.120,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,21818322,996,,,,,,,0.102,-0.233,-0.994,,,,,,,,,
1,B,18267549,3286,,,,,,,,,,0.040,-0.195,-0.991,,,,,,
1,S,18267549,3387,0.800,2.080,1.120,0.055,-0.232,-0.946,,,,,,,,,,,,
1,A,21821308,995,,,,,,,0.100,-0.233,-0.991,,,,,,,,,
1,B,18270936,2286,,,,,,,,,,,,,,,,67.062,-88.750,9.875
1,S,18270936,3387,0.480,1.440,1.440,0.056,-0.233,-0.946,,,,,,,,,,,,
1,A,21824295,995,,,,,,,0.100,-0.234,-0.992,,,,,,,,,
1,B,18272968,5286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18272968,2032,0.160,1.120,1.760,0.055,-0.233,-0.946,,,,,,,,,,,,
1,A,21829273,995,,,,,,,0.101,-0.234,-0.991,,,,,,,,,
1,B,18278388,2290,,,,,,,,,,0.037,-0.196,-0.989,,,,,,
1,S,18278388,5420,0.480,0.800,1.760,0.054,-0.234,-0.943,,,,,,,,,,,,
1,A,21831264,995,,,,,,,0.101,-0.234,-0.990,,,,,,,,,
1,B,18280420,4286,,,,,,,,,,0.039,-0.193,-0.988,,,,,,
1,S,18280420,2032,1.760,0.480,1.760,0.054,-0.234,-0.942,,,,,,,,,,,,
1,A,21836242,995,,,,,,,0.101,-0.233,-0.993,,,,,,,,,
1,B,18285162,2286,,,,,,,,,,,,,,,,66.750,-89.188,10.062
1,S,18285162,4742,1.760,0.800,1.760,0.054,-0.233,-0.942,,,,,,,,,,,,
1,A,21838234,996,,,,,,,0.101,-0.234,-0.988,,,,,,,,,
1,B,18287194,2286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18287194,2032,1.120,1.440,1.760,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,21840225,996,,,,,,,0.100,-0.233,-0.992,,,,,,,,,
1,B,18289903,3286,,,,,,,,,,,,,,,,66.812,-89.062,9.812
1,S,18289903,2709,0.800,2.080,2.400,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,21844207,995,,,,,,,0.102,-0.235,-0.992,,,,,,,,,
1,B,18292613,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18292613,2710,0.480,2.400,2.720,0.053,-0.233,-0.943,,,,,,,,,,,,
1,A,21848190,996,,,,,,,0.103,-0.233,-0.994,,,,,,,,,
1,B,18297355,3286,,,,,,,,,,0.039,-0.194,-0.987,,,,,,
1,S,18297355,4742,1.120,1.440,2.080,0.054,-0.233,-0.944,,,,,,,,,,,,
1,A,21851177,996,,,,,,,0.101,-0.234,-0.992,,,,,,,,,
1,B,18300742,2291,,,,,,,,,,,,,,,,67.562,-89.188,9.625
1,S,18300742,3387,1.440,0.800,1.120,0.054,-0.233,-0.944,,,,,,,,,,,,
1,A,21853168,996,,,,,,,0.099,-0.233,-0.993,,,,,,,,,
1,B,18302774,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18302774,2032,0.160,0.800,1.440,0.054,-0.234,-0.944,,,,,,,,,,,,
1,A,21858146,995,,,,,,,0.101,-0.234,-0.995,,,,,,,,,
1,B,18306838,2286,,,,,,,,,,0.037,-0.195,-0.990,,,,,,
1,S,18306838,4064,-0.160,1.440,2.080,0.054,-0.235,-0.946,,,,,,,,,,,,
1,A,21860137,995,,,,,,,0.102,-0.234,-0.992,,,,,,,,,
1,B,18309548,2286,,,,,,,,,,,,,,,,67.688,-91.062,10.312
1,S,18309548,2710,-0.160,1.120,2.080,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,21862129,996,,,,,,,0.100,-0.234,-0.996,,,,,,,,,
1,B,18311580,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18311580,2032,0.480,1.120,2.080,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,21867107,996,,,,,,,0.102,-0.234,-0.995,,,,,,,,,
1,B,18315644,2286,,,,,,,,,,0.037,-0.194,-0.991,,,,,,
1,S,18315644,4064,1.120,1.440,1.440,0.055,-0.233,-0.945,,,,,,,,,,,,
1,A,21869098,996,,,,,,,0.099,-0.232,-0.994,,,,,,,,,
1,B,18318354,2291,,,,,,,,,,,,,,,,67.062,-90.812,10.188
1,S,18318354,2710,1.760,1.440,1.120,0.055,-0.233,-0.946,,,,,,,,,,,,
1,A,21871089,995,,,,,,,0.102,-0.236,-0.994,,,,,,,,,
1,B,18320386,2286,,,,,,,,,,0.041,-0.195,-0.994,,,,,,
1,S,18320386,2032,1.440,1.760,1.120,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,21874076,995,,,,,,,0.100,-0.236,-0.993,,,,,,,,,
1,B,18322418,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18322418,2032,1.120,1.760,1.440,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,21878059,996,,,,,,,0.099,-0.234,-0.994,,,,,,,,,
1,B,18327160,3286,,,,,,,,,,,,,,,,67.750,-89.000,10.000
1,S,18327160,4742,1.120,2.080,2.080,0.055,-0.233,-0.947,,,,,,,,,,,,
1,A,21881046,996,,,,,,,0.100,-0.234,-0.993,,,,,,,,,
1,B,18330547,2286,,,,,,,,,,0.038,-0.198,-0.995,,,,,,
1,S,18330547,3387,1.120,2.080,2.080,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,21883037,996,,,,,,,0.101,-0.233,-0.996,,,,,,,,,
1,B,18332579,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18332579,2032,1.120,1.760,2.080,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,21888015,996,,,,,,,0.101,-0.233,-0.995,,,,,,,,,
1,B,18336644,3291,,,,,,,,,,,,,,,,67.188,-89.125,9.688
1,S,18336644,4065,0.800,1.120,2.080,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,21891002,996,,,,,,,0.100,-0.234,-0.994,,,,,,,,,
1,B,18340031,2286,,,,,,,,,,0.037,-0.195,-0.990,,,,,,
1,S,18340031,3387,0.800,0.800,2.080,0.055,-0.233,-0.947,,,,,,,,,,,,
1,A,21892993,996,,,,,,,0.100,-0.234,-0.993,,,,,,,,,
1,B,18342740,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18342740,677,1.440,1.120,1.760,0.055,-0.233,-0.948,,,,,,,,,,,,
1,A,21897971,995,,,,,,,0.100,-0.232,-0.995,,,,,,,,,
1,B,18346805,2286,,,,,,,,,,0.039,-0.194,-0.992,,,,,,
1,S,18346805,4065,1.760,1.440,1.760,0.055,-0.233,-0.948,,,,,,,,,,,,
1,A,21899962,995,,,,,,,0.098,-0.234,-0.994,,,,,,,,,
1,B,18348837,2286,,,,,,,,,,,,,,,,67.375,-90.438,10.000
1,S,18348837,2032,1.120,1.440,2.080,0.056,-0.233,-0.947,,,,,,,,,,,,
1,A,21901954,996,,,,,,,0.099,-0.234,-0.992,,,,,,,,,
1,B,18351546,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18351546,2709,1.120,1.760,2.720,0.057,-0.232,-0.946,,,,,,,,,,,,
1,A,21906932,996,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,18355611,2291,,,,,,,,,,0.035,-0.195,-0.990,,,,,,
1,S,18355611,4065,1.120,1.440,2.720,0.056,-0.231,-0.946,,,,,,,,,,,,
1,A,21908923,996,,,,,,,0.101,-0.231,-0.993,,,,,,,,,
1,B,18357643,3286,,,,,,,,,,0.037,-0.194,-0.991,,,,,,
1,S,18357643,2032,0.800,1.120,2.400,0.055,-0.230,-0.946,,,,,,,,,,,,
1,A,21911910,996,,,,,,,0.102,-0.233,-0.991,,,,,,,,,
1,B,18361030,2286,,,,,,,,,,,,,,,,67.562,-89.750,10.000
1,S,18361030,3387,0.800,1.120,1.440,0.054,-0.232,-0.945,,,,,,,,,,,,
1,A,21913901,996,,,,,,,0.102,-0.230,-0.996,,,,,,,,,
1,B,18363739,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18363739,677,0.800,0.800,1.760,0.054,-0.232,-0.945,,,,,,,,,,,,
1,A,21918879,996,,,,,,,0.103,-0.230,-0.993,,,,,,,,,
1,B,18367804,3286,,,,,,,,,,,,,,,,66.250,-89.250,9.000
1,S,18367804,4065,0.800,0.800,2.400,0.056,-0.232,-0.945,,,,,,,,,,,,
1,A,21921866,996,,,,,,,0.100,-0.233,-0.991,,,,,,,,,
1,B,18371191,2286,,,,,,,,,,0.040,-0.193,-0.988,,,,,,
1,S,18371191,3387,1.120,1.120,2.400,0.055,-0.232,-0.945,,,,,,,,,,,,
1,A,21923857,996,,,,,,,0.102,-0.231,-0.989,,,,,,,,,
1,B,18373223,3291,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18373223,2032,1.120,1.120,2.400,0.054,-0.232,-0.944,,,,,,,,,,,,
1,A,21927839,995,,,,,,,0.101,-0.232,-0.992,,,,,,,,,
1,B,18376610,3286,,,,,,,,,,0.037,-0.194,-0.989,,,,,,
1,S,18376610,3387,0.800,1.120,2.080,0.053,-0.232,-0.943,,,,,,,,,,,,
1,A,21930826,995,,,,,,,0.103,-0.233,-0.993,,,,,,,,,
1,B,18379997,2286,,,,,,,,,,,,,,,,66.688,-89.750,10.500
1,S,18379997,3387,0.160,1.440,1.760,0.053,-0.231,-0.943,,,,,,,,,,,,
1,A,21932817,995,,,,,,,0.101,-0.234,-0.991,,,,,,,,,
1,B,18382029,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18382029,2032,0.480,1.440,2.080,0.053,-0.231,-0.943,,,,,,,,,,,,
1,A,21937795,995,,,,,,,0.102,-0.232,-0.991,,,,,,,,,
1,B,18386771,2286,,,,,,,,,,0.037,-0.194,-0.986,,,,,,
1,S,18386771,4742,0.800,0.800,2.080,0.054,-0.233,-0.945,,,,,,,,,,,,
1,A,21939787,996,,,,,,,0.100,-0.234,-0.993,,,,,,,,,
1,B,18388803,3286,,,,,,,,,,,,,,,,67.375,-89.438,9.438
1,S,18388803,2032,0.480,0.800,2.080,0.053,-0.233,-0.945,,,,,,,,,,,,
1,A,21942773,995,,,,,,,0.101,-0.235,-0.992,,,,,,,,,
1,B,18392190,4291,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18392190,3387,0.160,0.800,2.080,0.053,-0.232,-0.947,,,,,,,,,,,,
1,A,21947751,995,,,,,,,0.100,-0.235,-0.993,,,,,,,,,
1,B,18396254,2286,,,,,,,,,,0.039,-0.194,-0.991,,,,,,
1,S,18396254,4064,0.160,0.800,1.760,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,21949743,996,,,,,,,0.099,-0.233,-0.997,,,,,,,,,
1,B,18398945,3286,,,,,,,,,,0.035,-0.196,-0.989,,,,,,
1,S,18398945,2691,1.120,0.800,1.760,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,21952729,995,,,,,,,0.098,-0.235,-0.997,,,,,,,,,
1,B,18401674,2286,,,,,,,,,,,,,,,,67.438,-89.875,10.312
1,S,18401674,2729,1.440,0.800,2.080,0.054,-0.233,-0.945,,,,,,,,,,,,
1,A,21954720,995,,,,,,,0.100,-0.235,-0.994,,,,,,,,,
1,B,18404383,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18404383,2709,1.440,0.800,1.760,0.053,-0.233,-0.946,,,,,,,,,,,,
1,A,21958703,996,,,,,,,0.099,-0.236,-0.994,,,,,,,,,
1,B,18407770,3286,,,,,,,,,,0.041,-0.196,-0.992,,,,,,
1,S,18407770,3387,0.800,1.120,2.080,0.053,-0.234,-0.948,,,,,,,,,,,,
1,A,21961690,996,,,,,,,0.100,-0.234,-0.996,,,,,,,,,
1,B,18410480,2291,,,,,,,,,,,,,,,,66.500,-89.562,10.250
1,S,18410480,2710,0.160,1.120,1.760,0.054,-0.234,-0.948,,,,,,,,,,,,
1,A,21963681,996,,,,,,,0.100,-0.235,-0.997,,,,,,,,,
1,B,18413189,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18413189,2709,0.800,1.120,1.760,0.055,-0.234,-0.948,,,,,,,,,,,,
1,A,21968659,996,,,,,,,0.099,-0.236,-0.996,,,,,,,,,
1,B,18417254,2286,,,,,,,,,,0.038,-0.197,-0.992,,,,,,
1,S,18417254,4065,1.120,1.440,1.760,0.056,-0.233,-0.946,,,,,,,,,,,,
1,A,21970650,996,,,,,,,0.098,-0.235,-0.994,,,,,,,,,
1,B,18419944,3286,,,,,,,,,,,,,,,,66.500,-89.938,10.375
1,S,18419944,2690,1.120,1.760,1.760,0.056,-0.233,-0.947,,,,,,,,,,,,
1,A,21973637,996,,,,,,,0.097,-0.235,-0.992,,,,,,,,,
1,B,18422673,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18422673,2729,0.800,1.440,1.760,0.056,-0.234,-0.947,,,,,,,,,,,,
1,A,21978615,996,,,,,,,0.100,-0.234,-0.993,,,,,,,,,
1,B,18427415,2286,,,,,,,,,,0.038,-0.196,-0.992,,,,,,
1,S,18427415,4742,1.120,1.440,1.760,0.056,-0.235,-0.946,,,,,,,,,,,,
1,A,21980606,996,,,,,,,0.098,-0.235,-0.990,,,,,,,,,
1,B,18429447,3291,,,,,,,,,,0.040,-0.198,-0.991,,,,,,
1,S,18429447,2032,1.760,1.760,1.760,0.056,-0.235,-0.946,,,,,,,,,,,,
1,A,21983593,996,,,,,,,0.100,-0.235,-0.991,,,,,,,,,
1,B,18432834,2286,,,,,,,,,,,,,,,,66.812,-90.562,10.688
1,S,18432834,3387,1.120,1.760,1.120,0.055,-0.235,-0.945,,,,,,,,,,,,
1,A,21985584,996,,,,,,,0.102,-0.234,-0.994,,,,,,,,,
1,B,18434866,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18434866,2032,0.480,1.760,1.120,0.055,-0.235,-0.945,,,,,,,,,,,,
1,A,21989566,995,,,,,,,0.100,-0.235,-0.990,,,,,,,,,
1,B,18438253,3286,,,,,,,,,,0.039,-0.196,-0.989,,,,,,
1,S,18438253,3387,0.480,1.760,1.440,0.055,-0.234,-0.943,,,,,,,,,,,,
1,A,21992553,995,,,,,,,0.100,-0.234,-0.990,,,,,,,,,
1,B,18441640,2286,,,,,,,,,,,,,,,,67.125,-90.188,10.500
1,S,18441640,3387,1.120,1.760,2.080,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,21994544,995,,,,,,,0.100,-0.233,-0.991,,,,,,,,,
1,B,18443672,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18443672,2032,1.760,1.760,2.080,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,21999522,995,,,,,,,0.101,-0.232,-0.992,,,,,,,,,
1,B,18448414,3291,,,,,,,,,,0.039,-0.194,-0.987,,,,,,
1,S,18448414,4742,1.440,1.440,1.760,0.055,-0.233,-0.943,,,,,,,,,,,,
1,A,22002509,995,,,,,,,0.101,-0.234,-0.991,,,,,,,,,
1,B,18451801,2286,,,,,,,,,,,,,,,,66.250,-89.812,10.875
1,S,18451801,3387,1.120,1.120,1.440,0.054,-0.234,-0.943,,,,,,,,,,,,
1,A,22004500,995,,,,,,,0.100,-0.234,-0.991,,,,,,,,,
1,B,18453833,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18453833,2032,1.120,1.120,1.760,0.054,-0.233,-0.943,,,,,,,,,,,,
1,A,22008483,996,,,,,,,0.099,-0.233,-0.995,,,,,,,,,
1,B,18457220,3286,,,,,,,,,,0.036,-0.193,-0.988,,,,,,
1,S,18457220,3387,1.120,1.440,1.440,0.054,-0.232,-0.944,,,,,,,,,,,,
1,A,22011470,996,,,,,,,0.102,-0.235,-0.995,,,,,,,,,
1,B,18460607,2286,,,,,,,,,,,,,,,,66.375,-89.688,10.562
1,S,18460607,3387,1.120,1.440,1.760,0.055,-0.231,-0.946,,,,,,,,,,,,
1,A,22013461,996,,,,,,,0.101,-0.232,-0.993,,,,,,,,,
1,B,18462639,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18462639,2032,1.120,1.440,1.760,0.055,-0.232,-0.946,,,,,,,,,,,,
1,A,22017443,995,,,,,,,0.098,-0.234,-0.992,,,,,,,,,
1,B,18466703,3291,,,,,,,,,,0.040,-0.196,-0.990,,,,,,
1,S,18466703,4064,0.800,1.120,2.400,0.055,-0.233,-0.946,,,,,,,,,,,,
1,A,22021426,996,,,,,,,0.099,-0.233,-0.993,,,,,,,,,
1,B,18470090,2286,,,,,,,,,,,,,,,,67.000,-91.375,10.625
1,S,18470090,3387,-0.160,1.120,2.720,0.055,-0.234,-0.945,,,,,,,,,,,,
1,A,22023417,996,,,,,,,0.100,-0.234,-0.995,,,,,,,,,
1,B,18472800,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18472800,2710,-0.160,1.120,2.080,0.054,-0.234,-0.946,,,,,,,,,,,,
1,A,22027399,995,,,,,,,0.100,-0.234,-0.991,,,,,,,,,
1,B,18476864,3286,,,,,,,,,,0.039,-0.195,-0.991,,,,,,
1,S,18476864,4064,0.160,1.120,2.080,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,22031382,996,,,,,,,0.102,-0.232,-0.993,,,,,,,,,
1,B,18480251,2286,,,,,,,,,,,,,,,,66.812,-89.625,10.188
1,S,18480251,3387,0.800,1.440,2.720,0.054,-0.232,-0.945,,,,,,,,,,,,
1,A,22033373,996,,,,,,,0.099,-0.234,-0.992,,,,,,,,,
1,B,18482284,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18482284,2033,1.440,1.440,2.720,0.054,-0.232,-0.945,,,,,,,,,,,,
1,A,22037356,996,,,,,,,0.100,-0.231,-0.997,,,,,,,,,
1,B,18486348,3291,,,,,,,,,,0.036,-0.196,-0.992,,,,,,
1,S,18486348,4064,1.440,1.120,2.400,0.054,-0.231,-0.946,,,,,,,,,,,,
1,A,22041338,996,,,,,,,0.102,-0.233,-0.994,,,,,,,,,
1,B,18489735,2286,,,,,,,,,,,,,,,,66.875,-91.062,10.812
1,S,18489735,3387,0.160,0.800,1.760,0.054,-0.232,-0.947,,,,,,,,,,,,
1,A,22043329,995,,,,,,,0.100,-0.231,-0.994,,,,,,,,,
1,B,18492444,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18492444,2709,-0.160,1.120,2.080,0.054,-0.233,-0.946,,,,,,,,,,,,
1,A,22047312,996,,,,,,,0.101,-0.233,-0.994,,,,,,,,,
1,B,18496509,2286,,,,,,,,,,0.038,-0.195,-0.995,,,,,,
1,S,18496509,4065,-0.160,1.440,2.080,0.054,-0.232,-0.947,,,,,,,,,,,,
1,A,22049303,996,,,,,,,0.099,-0.233,-0.993,,,,,,,,,
1,B,18498541,3286,,,,,,,,,,0.041,-0.194,-0.993,,,,,,
1,S,18498541,2032,0.160,1.440,1.760,0.053,-0.232,-0.947,,,,,,,,,,,,
1,A,22053286,996,,,,,,,0.098,-0.233,-0.994,,,,,,,,,
1,B,18501928,2286,,,,,,,,,,,,,,,,66.500,-89.000,9.875
1,S,18501928,3387,0.800,1.440,1.760,0.054,-0.233,-0.947,,,,,,,,,,,,
1,A,22055277,996,,,,,,,0.101,-0.234,-0.997,,,,,,,,,
1,B,18504637,3291,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18504637,2709,1.760,1.120,1.760,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,22058264,996,,,,,,,0.099,-0.236,-0.992,,,,,,,,,
1,B,18507347,3286,,,,,,,,,,0.040,-0.195,-0.993,,,,,,
1,S,18507347,2710,2.080,0.800,1.760,0.055,-0.234,-0.946,,,,,,,,,,,,
1,A,22062246,995,,,,,,,0.099,-0.234,-0.996,,,,,,,,,
1,B,18510734,2286,,,,,,,,,,,,,,,,66.875,-91.062,10.812
1,S,18510734,3387,1.440,0.800,1.760,0.055,-0.233,-0.947,,,,,,,,,,,,
1,A,22064238,996,,,,,,,0.100,-0.234,-0.995,,,,,,,,,
1,B,18513444,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18513444,2710,0.800,1.120,2.080,0.056,-0.234,-0.948,,,,,,,,,,,,
1,A,22068220,996,,,,,,,0.099,-0.235,-0.994,,,,,,,,,
1,B,18517508,2286,,,,,,,,,,0.039,-0.195,-0.993,,,,,,
1,S,18517508,4064,0.480,1.120,2.080,0.056,-0.234,-0.947,,,,,,,,,,,,
1,A,22071207,996,,,,,,,0.099,-0.234,-0.992,,,,,,,,,
1,B,18519540,2286,,,,,,,,,,,,,,,,65.812,-90.312,10.625
1,S,18519540,2032,0.480,0.800,1.760,0.056,-0.233,-0.947,,,,,,,,,,,,
1,A,22073198,996,,,,,,,0.099,-0.235,-0.992,,,,,,,,,
1,B,18522250,4291,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18522250,2710,0.800,0.800,1.440,0.055,-0.232,-0.947,,,,,,,,,,,,
1,A,22077181,996,,,,,,,0.098,-0.235,-0.992,,,,,,,,,
1,B,18526314,2286,,,,,,,,,,0.038,-0.196,-0.992,,,,,,
1,S,18526314,4064,1.120,1.760,1.440,0.056,-0.232,-0.945,,,,,,,,,,,,
1,A,22079172,996,,,,,,,0.100,-0.232,-0.992,,,,,,,,,
1,B,18528346,3286,,,,,,,,,,,,,,,,66.875,-90.062,11.000
1,S,18528346,2032,1.760,2.400,2.400,0.056,-0.232,-0.943,,,,,,,,,,,,
1,A,22083155,996,,,,,,,0.100,-0.233,-0.990,,,,,,,,,
1,B,18531733,4286,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,18531733,3387,2.080,2.400,3.360,0.056,-0.232,-0.942,,,,,,,,,,,,
1,A,22087137,996,,,,,,,0.100,-0.231,-0.992,,,,,,,,,
1,B,18536475,2286,,,,,,,,,,0.037,-0.195,-0.988,,,,,,
1,S,18536475,4742,2.080,1.440,2.400,0.056,-0.232,-0.943,,,,,,,,,,,,
1,A,22089128,995,,,,,,,0.103,-0.233,-0.989,,,,,,,,,
1,B,18538507,3286,,,,,,,,,,0.039,-0.197,-0.986,,,,,,
1,S,18538507,2032,1.760,0.800,1.760,0.056,-0.232,-0.944,,,,,,,,,,,,
1,A,22093111,996,,,,,,,0.101,-0.234,-0.992,,,,,,,,,
1,B,18541894,2291,,,,,,,,,,,,,,,,66.375,-90.125,9.938
1,S,18541894,3387,1.440,0.800,1.440,0.055,-0.232,-0.943,,,,,,,,,,,,
1,A,22095102,996,,,,,,,0.101,-0.232,-0.990,,,,,,,,,
1,B,18543926,3286,,,,,,,,,,,,,0.000,0.000,0.000,,,
