Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
0,B,6099818,1000035,,,,,,,,,,,,,0.000,0.000,0.000,,,
0,S,6099818,1000035,0.800,1.120,1.760,0.051,0.004,-1.925,,,,,,,,,,,,
0,A,6107835,1008052,,,,,,,0.126,-0.004,-1.008,,,,,,,,,
0,B,7100839,1001021,,,,,,,,,,,,,,,,40.312,-96.000,15.125
0,S,7100839,1001021,1.760,1.760,2.080,0.049,-0.003,-1.925,,,,,,,,,,,,
0,A,7108514,1000679,,,,,,,0.123,-0.011,-0.996,,,,,,,,,
0,S,8100522,1001715,1.440,1.120,2.720,0.056,0.019,-1.919,,,,,,,,,,,,
0,B,8103231,1002392,,,,,,,,,,,,,-0.224,0.224,0.000,,,
0,A,8112197,1003683,,,,,,,0.123,0.001,-1.006,,,,,,,,,
0,B,9103604,1000373,,,,,,,,,,,,,,,,40.000,-96.312,16.000
0,S,9103604,1001050,0.480,1.120,1.760,0.039,0.012,-1.932,,,,,,,,,,,,
0,A,9113866,1001669,,,,,,,0.131,0.000,-1.012,,,,,,,,,
0,B,10110083,1006479,,,,,,,,,,,,,,,,39.938,-94.375,15.250
0,S,10110083,1006479,0.800,1.120,1.760,0.050,0.020,-1.931,,,,,,,,,,,,
0,A,10114535,1000669,,,,,,,0.128,0.001,-1.012,,,,,,,,,
0,B,11112509,1002426,,,,,,,,,,0.002,0.033,-1.013,,,,,,
0,S,11112509,1002426,0.800,1.440,1.760,0.038,0.010,-1.931,,,,,,,,,,,,
0,A,11115188,1000653,,,,,,,0.131,-0.002,-1.007,,,,,,,,,
0,B,12115620,1003111,,,,,,,,,,,,,,,,40.562,-96.250,16.312
0,S,12115620,1003111,0.160,1.760,2.080,0.042,0.021,-1.922,,,,,,,,,,,,
0,A,12116847,1001659,,,,,,,0.130,-0.004,-0.998,,,,,,,,,
0,B,13116707,1001087,,,,,,,,,,0.002,0.041,-1.017,,,,,,
0,S,13116707,1001087,0.480,0.160,1.760,0.044,0.026,-1.938,,,,,,,,,,,,
0,A,13119487,1002640,,,,,,,0.133,0.003,-1.015,,,,,,,,,
0,B,14117123,1000416,,,,,,,,,,0.005,0.032,-1.020,,,,,,
0,S,14117123,1000416,0.160,2.080,2.080,0.057,0.016,-1.937,,,,,,,,,,,,
0,A,14124122,1004635,,,,,,,0.132,0.003,-0.991,,,,,,,,,
0,B,15120255,1003132,,,,,,,,,,-0.001,0.042,-1.023,,,,,,
0,S,15120255,1003132,0.800,2.720,2.720,0.042,0.032,-1.930,,,,,,,,,,,,
0,A,15126752,1002630,,,,,,,0.122,0.005,-1.010,,,,,,,,,
0,B,16120683,1000428,,,,,,,,,,0.009,0.033,-1.009,,,,,,
0,S,16120683,1000428,0.800,0.800,2.080,0.055,0.010,-1.924,,,,,,,,,,,,
0,A,16129396,1002644,,,,,,,0.129,-0.003,-1.003,,,,,,,,,
0,B,17121096,1000413,,,,,,,,,,,,,,,,40.250,-96.062,16.062
0,S,17121096,1000413,-1.120,1.440,1.760,0.047,0.012,-1.913,,,,,,,,,,,,
0,A,17130064,1000668,,,,,,,0.123,0.011,-1.022,,,,,,,,,
0,B,18123584,1002488,,,,,,,,,,,,,,,,40.688,-94.562,15.062
0,S,18123584,1002488,1.120,2.080,2.400,0.042,0.009,-1.921,,,,,,,,,,,,
0,A,18131723,1001659,,,,,,,0.142,-0.006,-1.017,,,,,,,,,
0,B,19124703,1001119,,,,,,,,,,-0.007,0.029,-1.014,,,,,,
0,S,19124703,1001119,2.080,1.440,2.400,0.026,-0.001,-1.933,,,,,,,,,,,,
0,A,19132369,1000646,,,,,,,0.132,-0.012,-1.009,,,,,,,,,
0,B,20127857,1003154,,,,,,,,,,0.008,0.034,-1.017,,,,,,
0,S,20127857,1003154,0.800,0.800,2.080,0.042,0.012,-1.943,,,,,,,,,,,,
0,A,20134005,1001636,,,,,,,0.132,0.002,-1.014,,,,,,,,,
2,S,20629097,501240,0.800,0.480,1.760,0.057,0.013,-1.927,,,,,,,,,,,,
2,A,20632826,498821,,,,,,,0.123,-0.001,-1.006,,,,,,,,,
2,B,20633838,505981,,,,,,,,,,0.008,0.036,-1.012,,,,,,
2,S,20633838,4741,0.800,0.480,1.760,0.066,0.019,-1.920,,,,,,,,,,,,
2,A,20638800,5974,,,,,,,0.124,-0.002,-1.022,,,,,,,,,
2,B,20639257,5419,,,,,,,,,,0.011,0.037,-1.013,,,,,,
2,S,20639257,0,0.160,2.080,2.400,0.058,0.017,-1.927,,,,,,,,,,,,
2,A,20639796,996,,,,,,,0.124,-0.001,-1.025,,,,,,,,,
2,B,20640612,1355,,,,,,,,,,,,,,,,40.000,-96.438,16.250
2,S,20640612,1355,1.120,2.400,2.400,0.056,0.015,-1.934,,,,,,,,,,,,
2,A,20642783,2987,,,,,,,0.125,0.000,-1.025,,,,,,,,,
2,B,20643321,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20643321,2709,1.440,2.720,2.400,0.055,0.013,-1.949,,,,,,,,,,,,
2,A,20645770,2987,,,,,,,0.129,-0.001,-1.025,,,,,,,,,
2,B,20646708,3387,,,,,,,,,,0.006,0.033,-1.026,,,,,,
2,S,20646708,3387,1.440,2.080,2.080,0.054,0.013,-1.959,,,,,,,,,,,,
2,A,20648756,2986,,,,,,,0.127,-0.001,-1.018,,,,,,,,,
2,B,20650095,3387,,,,,,,,,,,,,,,,38.750,-95.375,15.562
2,S,20650095,3387,1.120,1.760,2.080,0.048,0.013,-1.954,,,,,,,,,,,,
2,A,20650748,1992,,,,,,,0.125,-0.001,-1.012,,,,,,,,,
2,B,20652127,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20652127,2032,1.760,1.760,2.400,0.045,0.014,-1.946,,,,,,,,,,,,
2,A,20654730,3982,,,,,,,0.130,-0.002,-0.992,,,,,,,,,
2,B,20655513,3386,,,,,,,,,,0.005,0.035,-1.018,,,,,,
2,S,20655513,3386,2.080,0.800,2.720,0.046,0.014,-1.928,,,,,,,,,,,,
2,A,20657717,2987,,,,,,,0.140,-0.003,-0.980,,,,,,,,,
2,B,20658900,3387,,,,,,,,,,,,,,,,39.562,-98.562,17.688
2,S,20658900,3387,2.400,-0.480,2.080,0.046,0.014,-1.904,,,,,,,,,,,,
2,A,20659709,1992,,,,,,,0.141,-0.005,-0.979,,,,,,,,,
2,B,20660932,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20660932,2032,1.760,-0.160,1.760,0.039,0.014,-1.893,,,,,,,,,,,,
2,A,20663691,3982,,,,,,,0.137,-0.005,-1.000,,,,,,,,,
2,B,20664319,3387,,,,,,,,,,0.001,0.034,-1.000,,,,,,
2,S,20664319,3387,1.440,0.800,1.760,0.024,0.011,-1.890,,,,,,,,,,,,
2,A,20666678,2987,,,,,,,0.133,-0.003,-1.020,,,,,,,,,
2,B,20667706,3387,,,,,,,,,,,,,,,,40.625,-97.312,16.062
2,S,20667706,3387,1.120,1.120,2.080,0.022,0.009,-1.907,,,,,,,,,,,,
2,A,20668669,1991,,,,,,,0.134,-0.000,-1.027,,,,,,,,,
2,B,20669738,2032,,,,,,,,,,-0.006,0.034,-1.010,,,,,,
2,S,20669738,2032,0.800,1.120,2.080,0.028,0.009,-1.924,,,,,,,,,,,,
2,A,20671656,3983,,,,,,,0.133,0.002,-1.023,,,,,,,,,
2,B,20673125,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20673125,3387,0.480,1.440,2.080,0.037,0.011,-1.945,,,,,,,,,,,,
2,A,20674644,1992,,,,,,,0.135,0.000,-1.012,,,,,,,,,
2,B,20675157,2032,,,,,,,,,,,,,,,,39.438,-95.062,16.062
2,S,20675157,2032,0.160,1.760,2.400,0.038,0.012,-1.948,,,,,,,,,,,,
2,A,20677631,2987,,,,,,,0.135,-0.006,-1.007,,,,,,,,,
2,B,20678543,3386,,,,,,,,,,-0.001,0.036,-1.016,,,,,,
2,S,20678543,3386,0.480,2.080,2.720,0.034,0.013,-1.940,,,,,,,,,,,,
2,A,20680618,2987,,,,,,,0.135,-0.007,-1.013,,,,,,,,,
2,B,20681930,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20681930,3387,1.440,1.760,2.400,0.027,0.010,-1.933,,,,,,,,,,,,
2,A,20683605,2987,,,,,,,0.134,-0.005,-1.020,,,,,,,,,
2,B,20683962,2032,,,,,,,,,,,,,,,,40.562,-95.250,15.750
2,S,20683962,2032,1.120,0.800,2.080,0.027,0.007,-1.937,,,,,,,,,,,,
2,A,20686592,2987,,,,,,,0.129,-0.002,-1.024,,,,,,,,,
2,B,20687349,3387,,,,,,,,,,-0.006,0.030,-1.021,,,,,,
2,S,20687349,3387,0.480,-0.480,1.440,0.033,0.004,-1.950,,,,,,,,,,,,
2,A,20688583,1991,,,,,,,0.133,-0.000,-1.029,,,,,,,,,
2,B,20689381,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20689381,2032,-0.480,-0.800,1.440,0.039,0.006,-1.956,,,,,,,,,,,,
2,A,20693561,4978,,,,,,,0.136,0.001,-1.021,,,,,,,,,
2,B,20694123,4742,,,,,,,,,,,,,,,,40.062,-95.812,16.562
2,S,20694123,4742,-0.480,0.800,2.080,0.044,0.014,-1.953,,,,,,,,,,,,
2,A,20695553,1992,,,,,,,0.133,-0.002,-1.010,,,,,,,,,
2,B,20696155,2032,,,,,,,,,,0.001,0.033,-1.027,,,,,,
2,S,20696155,2032,1.120,1.440,2.400,0.042,0.016,-1.948,,,,,,,,,,,,
2,A,20697544,1991,,,,,,,0.134,-0.003,-1.006,,,,,,,,,
2,B,20698845,2690,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20698845,2690,1.760,1.760,2.400,0.039,0.016,-1.944,,,,,,,,,,,,
2,A,20701527,3983,,,,,,,0.134,-0.001,-1.007,,,,,,,,,
2,B,20702928,4083,,,,,,,,,,-0.001,0.038,-1.021,,,,,,
2,S,20702928,4083,1.760,1.760,2.080,0.031,0.013,-1.933,,,,,,,,,,,,
2,A,20704514,2987,,,,,,,0.131,0.004,-1.018,,,,,,,,,
2,B,20704960,2032,,,,,,,,,,,,,,,,40.062,-95.875,15.812
2,S,20704960,2032,0.800,2.080,1.760,0.027,0.013,-1.932,,,,,,,,,,,,
2,A,20707501,2987,,,,,,,0.130,0.006,-1.017,,,,,,,,,
2,B,20708347,3387,,,,,,,,,,-0.005,0.034,-1.020,,,,,,
2,S,20708347,3387,0.480,2.080,1.760,0.030,0.017,-1.937,,,,,,,,,,,,
2,A,20710488,2987,,,,,,,0.129,0.006,-1.003,,,,,,,,,
2,B,20711734,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20711734,3387,0.160,2.080,1.440,0.042,0.023,-1.935,,,,,,,,,,,,
2,A,20714471,3983,,,,,,,0.129,0.004,-0.990,,,,,,,,,
2,B,20715120,3386,,,,,,,,,,,,,,,,40.625,-97.812,15.438
2,S,20715120,3386,0.800,2.080,1.760,0.045,0.027,-1.920,,,,,,,,,,,,
2,A,20717458,2987,,,,,,,0.130,0.002,-0.995,,,,,,,,,
2,B,20718507,3387,,,,,,,,,,0.002,0.040,-1.007,,,,,,
2,S,20718507,3387,2.080,2.400,2.400,0.041,0.029,-1.903,,,,,,,,,,,,
2,A,20720445,2987,,,,,,,0.127,0.003,-1.011,,,,,,,,,
2,B,20721217,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20721217,2710,2.400,2.400,2.720,0.040,0.028,-1.904,,,,,,,,,,,,
2,A,20723432,2987,,,,,,,0.125,0.005,-1.013,,,,,,,,,
2,B,20723926,2709,,,,,,,,,,0.000,0.042,-1.010,,,,,,
2,S,20723926,2709,2.080,2.080,2.400,0.044,0.026,-1.920,,,,,,,,,,,,
2,A,20726419,2987,,,,,,,0.126,0.010,-1.006,,,,,,,,,
2,B,20727313,3387,,,,,,,,,,,,,,,,41.375,-97.875,16.000
2,S,20727313,3387,1.120,1.440,2.400,0.055,0.025,-1.934,,,,,,,,,,,,
2,A,20728410,1991,,,,,,,0.125,0.009,-1.002,,,,,,,,,
2,B,20729345,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20729345,2032,-0.160,1.440,2.400,0.057,0.027,-1.931,,,,,,,,,,,,
2,A,20732393,3983,,,,,,,0.117,0.003,-1.001,,,,,,,,,
2,B,20733409,4064,,,,,,,,,,0.008,0.042,-1.010,,,,,,
2,S,20733409,4064,-0.480,1.760,2.080,0.055,0.030,-1.911,,,,,,,,,,,,
2,A,20735380,2987,,,,,,,0.124,0.004,-1.011,,,,,,,,,
2,B,20736118,2709,,,,,,,,,,,,,,,,40.125,-95.312,16.125
2,S,20736118,2709,0.800,1.760,1.760,0.059,0.030,-1.909,,,,,,,,,,,,
2,A,20737371,1991,,,,,,,0.126,0.002,-1.016,,,,,,,,,
2,B,20738150,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20738150,2032,1.120,1.760,1.440,0.061,0.028,-1.921,,,,,,,,,,,,
2,A,20742349,4978,,,,,,,0.115,0.012,-1.036,,,,,,,,,
2,B,20743569,5419,,,,,,,,,,0.012,0.042,-1.013,,,,,,
2,S,20743569,5419,1.120,2.400,2.080,0.058,0.026,-1.957,,,,,,,,,,,,
2,A,20745336,2987,,,,,,,0.110,0.011,-1.037,,,,,,,,,
2,B,20745601,2032,,,,,,,,,,,,,,,,40.000,-97.500,16.062
2,S,20745601,2032,0.160,2.080,1.760,0.063,0.029,-1.962,,,,,,,,,,,,
2,A,20749319,3983,,,,,,,0.126,0.005,-1.019,,,,,,,,,
2,B,20750343,4742,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20750343,4742,-0.160,0.800,2.080,0.079,0.031,-1.956,,,,,,,,,,,,
2,A,20756289,6970,,,,,,,0.127,-0.004,-0.984,,,,,,,,,
2,B,20757116,6773,,,,,,,,,,0.013,0.041,-1.026,,,,,,
2,S,20757116,6773,1.120,1.440,2.080,0.047,0.020,-1.916,,,,,,,,,,,,
2,A,20759276,2987,,,,,,,0.126,0.002,-1.004,,,,,,,,,
2,B,20759826,2710,,,,,,,,,,,,,,,,40.250,-96.188,16.312
2,S,20759826,2710,2.720,1.440,1.760,0.038,0.016,-1.904,,,,,,,,,,,,
2,A,20761267,1991,,,,,,,0.127,0.004,-1.014,,,,,,,,,
2,B,20761858,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20761858,2032,1.760,1.440,1.760,0.042,0.015,-1.904,,,,,,,,,,,,
2,A,20765250,3983,,,,,,,0.129,0.005,-1.018,,,,,,,,,
2,B,20766599,4741,,,,,,,,,,0.005,0.037,-1.009,,,,,,
2,S,20766599,4741,0.800,0.800,1.440,0.054,0.022,-1.922,,,,,,,,,,,,
2,A,20768237,2987,,,,,,,0.124,0.006,-1.008,,,,,,,,,
2,B,20769309,2710,,,,,,,,,,,,,,,,40.062,-96.875,16.375
2,S,20769309,2710,-0.480,1.120,1.120,0.053,0.025,-1.927,,,,,,,,,,,,
2,A,20771224,2987,,,,,,,0.123,0.002,-0.989,,,,,,,,,
2,B,20772018,2709,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20772018,5418,-0.160,1.120,2.080,0.053,0.021,-1.906,,,,,,,,,,,,
2,A,20774211,2987,,,,,,,0.132,-0.006,-0.985,,,,,,,,,
2,B,20775405,3387,,,,,,,,,,0.004,0.042,-1.012,,,,,,
2,S,20775405,678,2.400,1.120,2.080,0.051,0.020,-1.903,,,,,,,,,,,,
2,A,20777198,2987,,,,,,,0.136,-0.006,-0.997,,,,,,,,,
2,B,20778114,2709,,,,,,,,,,,,,,,,40.312,-97.688,16.250
2,S,20778114,2709,2.720,1.120,3.040,0.046,0.014,-1.898,,,,,,,,,,,,
2,A,20780185,2987,,,,,,,0.132,-0.004,-1.006,,,,,,,,,
2,B,20780824,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20780824,2710,2.400,1.120,3.040,0.038,0.010,-1.906,,,,,,,,,,,,
2,A,20783172,2987,,,,,,,0.123,0.000,-1.020,,,,,,,,,
2,B,20784210,3386,,,,,,,,,,0.004,0.036,-0.999,,,,,,
2,S,20784210,3386,1.120,0.480,2.720,0.032,0.010,-1.925,,,,,,,,,,,,
2,A,20786159,2987,,,,,,,0.126,0.002,-1.029,,,,,,,,,
2,B,20787597,3387,,,,,,,,,,,,,,,,40.750,-96.562,15.312
2,S,20787597,3387,-0.480,0.480,2.400,0.042,0.013,-1.937,,,,,,,,,,,,
2,A,20789146,2987,,,,,,,0.129,-0.001,-1.033,,,,,,,,,
2,B,20789629,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20789629,2032,-0.480,0.480,2.400,0.051,0.015,-1.943,,,,,,,,,,,,
2,A,20793128,3982,,,,,,,0.131,-0.006,-1.020,,,,,,,,,
2,B,20793693,4064,,,,,,,,,,-0.002,0.034,-1.018,,,,,,
2,S,20793693,4064,0.160,0.160,1.760,0.055,0.012,-1.955,,,,,,,,,,,,
2,A,20795120,1992,,,,,,,0.132,-0.005,-1.011,,,,,,,,,
2,B,20796403,2710,,,,,,,,,,,,,,,,40.500,-96.375,15.812
2,S,20796403,2710,1.760,0.160,1.440,0.050,0.008,-1.958,,,,,,,,,,,,
2,A,20797111,1991,,,,,,,0.133,-0.007,-1.001,,,,,,,,,
2,B,20798435,2032,,,,,,,,,,0.006,0.037,-1.023,,,,,,
2,S,20798435,2032,1.760,0.160,1.120,0.044,0.005,-1.952,,,,,,,,,,,,
2,A,20801094,3983,,,,,,,0.135,-0.007,-1.004,,,,,,,,,
2,B,20801821,3386,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20801821,3386,2.080,0.480,1.760,0.036,0.002,-1.932,,,,,,,,,,,,
2,A,20803085,1991,,,,,,,0.137,-0.002,-1.013,,,,,,,,,
2,B,20803854,2033,,,,,,,,,,0.004,0.030,-1.019,,,,,,
2,S,20803854,2033,2.080,0.800,2.400,0.034,0.004,-1.923,,,,,,,,,,,,
2,A,20806072,2987,,,,,,,0.139,-0.003,-1.017,,,,,,,,,
2,B,20807240,3386,,,,,,,,,,,,,,,,40.000,-95.375,15.688
2,S,20807240,3386,1.760,1.120,2.400,0.033,0.006,-1.925,,,,,,,,,,,,
2,A,20809059,2987,,,,,,,0.139,-0.003,-1.015,,,,,,,,,
2,B,20809272,2032,,,,,,,,,,-0.006,0.032,-1.020,,,,,,
2,S,20809272,2032,0.800,1.440,2.080,0.031,0.007,-1.932,,,,,,,,,,,,
2,A,20812046,2987,,,,,,,0.132,-0.001,-1.005,,,,,,,,,
2,B,20812659,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20812659,3387,0.480,2.720,1.440,0.027,0.007,-1.938,,,,,,,,,,,,
2,A,20814037,1991,,,,,,,0.132,0.000,-1.003,,,,,,,,,
2,B,20815369,2710,,,,,,,,,,,,,,,,40.625,-96.750,15.625
2,S,20815369,2710,0.160,2.400,1.120,0.026,0.009,-1.931,,,,,,,,,,,,
2,A,20818020,3983,,,,,,,0.136,-0.004,-1.003,,,,,,,,,
2,B,20818755,3386,,,,,,,,,,-0.004,0.035,-1.007,,,,,,
2,S,20818755,3386,0.480,1.120,1.760,0.029,0.013,-1.916,,,,,,,,,,,,
2,A,20821007,2987,,,,,,,0.143,-0.003,-1.005,,,,,,,,,
2,B,20821465,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20821465,2710,1.120,0.160,2.080,0.031,0.013,-1.911,,,,,,,,,,,,
2,A,20823994,2987,,,,,,,0.140,-0.006,-0.999,,,,,,,,,
2,B,20824851,3386,,,,,,,,,,-0.005,0.031,-1.008,,,,,,
2,S,20824851,3386,1.440,0.480,2.080,0.027,0.012,-1.919,,,,,,,,,,,,
2,A,20826981,2987,,,,,,,0.135,-0.003,-1.006,,,,,,,,,
2,B,20828238,3387,,,,,,,,,,,,,,,,40.375,-96.500,16.188
2,S,20828238,3387,1.120,1.120,1.760,0.020,0.010,-1.927,,,,,,,,,,,,
2,A,20829968,2987,,,,,,,0.128,-0.001,-1.016,,,,,,,,,
2,B,20830270,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20830270,2032,0.800,1.440,1.760,0.021,0.009,-1.929,,,,,,,,,,,,
2,A,20833950,3982,,,,,,,0.129,-0.001,-1.024,,,,,,,,,
2,B,20835012,4742,,,,,,,,,,-0.007,0.035,-1.017,,,,,,
2,S,20835012,4742,0.480,0.800,2.080,0.037,0.013,-1.935,,,,,,,,,,,,
2,A,20835942,1992,,,,,,,0.128,-0.002,-1.025,,,,,,,,,
2,B,20837044,2032,,,,,,,,,,,,,,,,38.562,-95.062,15.750
2,S,20837044,2032,-0.160,0.160,2.080,0.044,0.014,-1.941,,,,,,,,,,,,
2,A,20839924,3982,,,,,,,0.127,-0.004,-1.021,,,,,,,,,
2,B,20840431,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20840431,3387,-0.160,-0.480,2.080,0.050,0.013,-1.953,,,,,,,,,,,,
2,A,20843907,3983,,,,,,,0.129,-0.003,-1.014,,,,,,,,,
2,B,20844495,4064,,,,,,,,,,0.004,0.036,-1.021,,,,,,
2,S,20844495,4064,0.160,0.480,1.760,0.051,0.011,-1.955,,,,,,,,,,,,
2,A,20845898,1991,,,,,,,0.126,-0.001,-1.014,,,,,,,,,
2,B,20847204,2709,,,,,,,,,,0.007,0.033,-1.023,,,,,,
2,S,20847204,5418,0.800,1.120,1.440,0.051,0.014,-1.942,,,,,,,,,,,,
2,A,20849880,3982,,,,,,,0.127,0.002,-1.015,,,,,,,,,
2,B,20850591,3387,,,,,,,,,,,,,,,,40.250,-96.688,15.750
2,S,20850591,678,1.440,2.400,1.440,0.050,0.015,-1.941,,,,,,,,,,,,
2,A,20851872,1992,,,,,,,0.125,-0.002,-1.014,,,,,,,,,
2,B,20852623,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20852623,2032,1.440,2.720,1.760,0.049,0.015,-1.938,,,,,,,,,,,,
2,A,20854859,2987,,,,,,,0.122,0.000,-1.018,,,,,,,,,
2,B,20856010,3387,,,,,,,,,,0.001,0.037,-1.018,,,,,,
2,S,20856010,3387,1.760,2.400,2.720,0.049,0.015,-1.936,,,,,,,,,,,,
2,A,20857846,2987,,,,,,,0.126,0.001,-1.013,,,,,,,,,
2,B,20859396,3386,,,,,,,,,,,,,,,,40.125,-97.375,16.500
2,S,20859396,3386,1.440,1.760,2.720,0.055,0.015,-1.937,,,,,,,,,,,,
2,A,20860833,2987,,,,,,,0.129,0.002,-1.006,,,,,,,,,
2,B,20861428,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20861428,2032,0.800,1.120,2.400,0.055,0.016,-1.936,,,,,,,,,,,,
2,A,20863820,2987,,,,,,,0.128,0.001,-0.997,,,,,,,,,
2,B,20864815,3387,,,,,,,,,,0.006,0.037,-1.012,,,,,,
2,S,20864815,3387,0.800,0.800,1.760,0.053,0.017,-1.926,,,,,,,,,,,,
2,A,20866807,2987,,,,,,,0.128,-0.000,-0.985,,,,,,,,,
2,B,20868202,3387,,,,,,,,,,,,,,,,39.312,-96.812,15.812
2,S,20868202,3387,0.800,1.440,1.120,0.046,0.018,-1.907,,,,,,,,,,,,
2,A,20869793,2986,,,,,,,0.129,-0.001,-0.989,,,,,,,,,
2,B,20870234,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20870234,2032,0.480,1.760,1.120,0.043,0.018,-1.897,,,,,,,,,,,,
2,A,20873776,3983,,,,,,,0.130,-0.001,-0.999,,,,,,,,,
2,B,20874298,4064,,,,,,,,,,0.001,0.039,-0.998,,,,,,
2,S,20874298,4064,0.480,2.080,2.080,0.042,0.018,-1.893,,,,,,,,,,,,
2,A,20875767,1991,,,,,,,0.130,-0.000,-1.003,,,,,,,,,
2,B,20877008,2710,,,,,,,,,,0.002,0.038,-1.001,,,,,,
2,S,20877008,2710,0.480,1.440,2.400,0.044,0.017,-1.902,,,,,,,,,,,,
2,A,20879750,3983,,,,,,,0.126,0.003,-1.008,,,,,,,,,
2,B,20880394,3386,,,,,,,,,,,,,,,,39.938,-95.000,15.625
2,S,20880394,3386,0.480,1.120,2.400,0.046,0.016,-1.916,,,,,,,,,,,,
2,A,20881741,1991,,,,,,,0.125,0.003,-1.012,,,,,,,,,
2,B,20882426,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20882426,2032,0.160,0.800,2.400,0.046,0.017,-1.921,,,,,,,,,,,,
2,A,20884728,2987,,,,,,,0.121,0.002,-1.012,,,,,,,,,
2,B,20885813,3387,,,,,,,,,,,,,,,,40.500,-95.750,16.125
2,S,20885813,3387,0.160,0.800,2.400,0.048,0.020,-1.924,,,,,,,,,,,,
2,A,20888711,3983,,,,,,,0.126,0.000,-1.014,,,,,,,,,
2,B,20889877,4064,,,,,,,,,,0.006,0.038,-1.010,,,,,,
2,S,20889877,4064,0.480,0.480,1.760,0.055,0.020,-1.928,,,,,,,,,,,,
2,A,20892693,3982,,,,,,,0.127,0.002,-1.022,,,,,,,,,
2,B,20893264,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20893264,3387,0.480,0.480,1.760,0.055,0.018,-1.937,,,,,,,,,,,,
2,A,20895680,2987,,,,,,,0.126,0.002,-1.023,,,,,,,,,
2,B,20896651,3387,,,,,,,,,,0.007,0.037,-1.019,,,,,,
2,S,20896651,3387,0.480,0.800,2.080,0.053,0.018,-1.948,,,,,,,,,,,,
2,A,20898667,2987,,,,,,,0.126,0.005,-1.021,,,,,,,,,
2,B,20900038,3387,,,,,,,,,,,,,,,,40.438,-95.375,15.312
2,S,20900038,3387,0.160,1.440,1.760,0.053,0.019,-1.953,,,,,,,,,,,,
2,A,20901654,2987,,,,,,,0.127,0.005,-1.023,,,,,,,,,
2,B,20902070,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20902070,2032,-0.160,1.760,1.760,0.053,0.022,-1.952,,,,,,,,,,,,
2,A,20904641,2987,,,,,,,0.125,0.006,-1.019,,,,,,,,,
2,B,20905456,3386,,,,,,,,,,0.006,0.038,-1.027,,,,,,
2,S,20905456,3386,-0.160,2.080,2.080,0.050,0.024,-1.945,,,,,,,,,,,,
2,A,20907628,2987,,,,,,,0.129,0.004,-1.013,,,,,,,,,
2,B,20908843,3387,,,,,,,,,,,,,,,,40.438,-97.000,15.500
2,S,20908843,3387,0.480,1.120,2.080,0.049,0.023,-1.939,,,,,,,,,,,,
2,A,20910615,2987,,,,,,,0.131,0.003,-1.009,,,,,,,,,
2,B,20910875,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
2,S,20910875,2032,1.440,0.800,2.080,0.049,0.022,-1.936,,,,,,,,,,,,
2,A,20913602,2987,,,,,,,0.134,0.003,-1.004,,,,,,,,,
2,B,20914262,3387,,,,,,,,,,0.006,0.042,-1.017,,,,,,
2,S,20914262,3387,2.080,0.800,2.080,0.046,0.021,-1.933,,,,,,,,,,,,
2,A,20916589,2987,,,,,,,0.135,0.004,-1.006,,,,,,,,,
2,B,20917649,3387,,,,,,,,,,,,,,,,40.438,-97.000,15.500
2,S,20917649,3387,1.760,1.760,2.400,0.039,0.021,-1.929,,,,,,,,,,,,
