Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_m_s2_X,SCH_m_s2_Y,SCH_m_s2_Z,ADXL_m_s2_X,ADXL_m_s2_Y,ADXL_m_s2_Z,BNO_m_s2_X,BNO_m_s2_Y,BNO_m_s2_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
2,A,27143565,2987,,,,,,,1.351,0.023,-10.030,,,,,,,,,
2,B,27143924,2032,,,,,,,,,,,,,,,,40.875,-95.812,15.312
2,S,27143924,2032,-0.480,0.160,1.760,0.188,0.092,-9.678,,,,,,,,,,,,
2,A,27145557,1992,,,,,,,1.351,0.022,-9.986,,,,,,,,,
2,B,27146634,2710,,,,,,,,,,-0.027,0.375,-10.109,,,,,,
2,S,27146634,2710,0.480,0.480,1.440,0.152,0.087,-9.633,,,,,,,,,,,,
2,A,27149540,3983,,,,,,,1.372,0.001,-9.749,,,,,,,,,
2,B,27150698,4064,,,,,,,,,,,,,,,,40.625,-94.625,16.062
2,S,27150698,4064,1.760,0.160,1.440,0.133,0.087,-9.502,,,,,,,,,,,,
2,A,27152526,2986,,,,,,,1.460,0.020,-9.694,,,,,,,,,
2,B,27152730,2032,,,,,,,,,,,,,-0.336,-0.448,0.000,,,
2,S,27152730,2032,2.080,0.160,1.440,0.133,0.092,-9.428,,,,,,,,,,,,
2,A,27154518,1992,,,,,,,1.497,-0.024,-9.671,,,,,,,,,
2,B,27155439,2709,,,,,,,,,,-0.047,0.375,-9.938,,,,,,
2,S,27155439,2709,2.400,0.160,1.760,0.107,0.098,-9.348,,,,,,,,,,,,
2,A,27157505,2987,,,,,,,1.462,-0.015,-9.822,,,,,,,,,
2,B,27158149,2710,,,,,,,,,,,,,,,,40.188,-95.750,15.500
2,S,27158149,2710,2.720,0.800,1.760,0.043,0.092,-9.322,,,,,,,,,,,,
2,A,27159496,1991,,,,,,,1.427,0.011,-9.944,,,,,,,,,
2,B,27160858,2709,,,,,,,,,,,,,0.336,-0.560,-0.112,,,
2,S,27160858,2709,2.080,1.120,1.760,0.003,0.083,-9.373,,,,,,,,,,,,
2,A,27163479,3983,,,,,,,1.420,0.047,-10.129,,,,,,,,,
2,B,27164245,3387,,,,,,,,,,-0.211,0.344,-9.895,,,,,,
2,S,27164245,3387,1.440,0.800,2.080,0.018,0.087,-9.502,,,,,,,,,,,,
2,A,27166466,2987,,,,,,,1.397,0.059,-10.104,,,,,,,,,
2,B,27167632,3387,,,,,,,,,,,,,,,,40.312,-95.500,14.875
2,S,27167632,3387,0.480,0.800,1.760,0.052,0.107,-9.613,,,,,,,,,,,,
2,A,27168457,1991,,,,,,,1.403,0.060,-10.023,,,,,,,,,
2,B,27169664,2032,,,,,,,,,,,,,0.112,-0.336,0.000,,,
2,S,27169664,2032,0.160,1.120,1.760,0.072,0.117,-9.623,,,,,,,,,,,,
2,A,27172440,3983,,,,,,,1.436,-0.022,-9.926,,,,,,,,,
2,B,27173051,3387,,,,,,,,,,-0.152,0.375,-10.047,,,,,,
2,S,27173051,6096,0.480,1.760,2.080,0.068,0.102,-9.533,,,,,,,,,,,,
2,A,27175427,2987,,,,,,,1.403,-0.050,-9.974,,,,,,,,,
2,B,27176438,3387,,,,,,,,,,,,,,,,39.500,-95.500,15.375
2,S,27176438,678,1.760,1.440,2.400,0.062,0.098,-9.527,,,,,,,,,,,,
2,A,27177418,1991,,,,,,,1.352,-0.041,-10.027,,,,,,,,,
2,B,27178470,2032,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,27178470,2032,1.760,0.800,2.080,0.058,0.072,-9.543,,,,,,,,,,,,
2,A,27181401,3983,,,,,,,1.321,-0.011,-10.150,,,,,,,,,
2,B,27182534,4064,,,,,,,,,,-0.125,0.363,-10.020,,,,,,
2,S,27182534,4064,1.440,-0.160,2.080,0.098,0.037,-9.613,,,,,,,,,,,,
2,A,27185383,3982,,,,,,,1.347,0.001,-10.089,,,,,,,,,
2,B,27185921,3387,,,,,,,,,,,,,,,,40.250,-96.188,16.312
2,S,27185921,3387,0.160,-0.160,2.080,0.152,0.043,-9.627,,,,,,,,,,,,
2,A,27187375,1992,,,,,,,1.316,0.002,-10.023,,,,,,,,,
2,B,27187953,2032,,,,,,,,,,,,,-0.224,-0.112,0.000,,,
2,S,27187953,2032,0.160,0.480,1.760,0.177,0.058,-9.607,,,,,,,,,,,,
2,A,27191357,3982,,,,,,,1.314,-0.072,-9.886,,,,,,,,,
2,B,27192694,4741,,,,,,,,,,-0.066,0.324,-10.105,,,,,,
2,S,27192694,4741,0.800,2.080,2.400,0.177,0.072,-9.543,,,,,,,,,,,,
2,A,27194344,2987,,,,,,,1.318,-0.057,-9.886,,,,,,,,,
2,B,27194726,2032,,,,,,,,,,,,,,,,40.562,-95.312,15.000
2,S,27194726,2032,1.120,2.720,2.400,0.172,0.062,-9.518,,,,,,,,,,,,
2,A,27196336,1992,,,,,,,1.309,-0.040,-9.923,,,,,,,,,
2,B,27197436,2710,,,,,,,,,,-0.008,0.344,-10.035,,,,,,
2,S,27197436,2710,1.120,3.680,2.080,0.168,0.043,-9.512,,,,,,,,,,,,
2,A,27199323,2987,,,,,,,1.269,-0.011,-10.010,,,,,,,,,
2,B,27200145,2709,,,,,,,,,,,,,-0.112,0.224,0.000,,,
2,S,27200145,2709,1.120,3.680,1.760,0.163,0.043,-9.533,,,,,,,,,,,,
2,A,27202310,2987,,,,,,,1.235,0.047,-9.996,,,,,,,,,
2,B,27202855,2710,,,,,,,,,,-0.027,0.336,-10.016,,,,,,
2,S,27202855,2710,1.120,3.040,1.760,0.182,0.062,-9.543,,,,,,,,,,,,
2,A,27205297,2987,,,,,,,1.203,0.040,-9.854,,,,,,,,,
2,B,27206242,3387,,,,,,,,,,,,,,,,39.750,-95.688,15.562
2,S,27206242,3387,0.800,2.400,2.080,0.233,0.092,-9.502,,,,,,,,,,,,
2,A,27207288,1991,,,,,,,1.194,0.035,-9.730,,,,,,,,,
2,B,27208274,2032,,,,,,,,,,0.039,0.363,-9.945,,,,,,
2,S,27208274,2032,0.480,2.080,2.400,0.253,0.102,-9.447,,,,,,,,,,,,
2,A,27210275,2987,,,,,,,1.216,0.005,-9.590,,,,,,,,,
2,B,27211660,3386,,,,,,,,,,,,,-0.112,0.783,0.000,,,
2,S,27211660,3386,0.800,2.080,2.400,0.273,0.107,-9.332,,,,,,,,,,,,
2,A,27213262,2987,,,,,,,1.215,-0.015,-9.580,,,,,,,,,
2,B,27213693,2033,,,,,,,,,,,,,,,,40.625,-96.688,15.625
2,S,27213693,2033,1.760,1.760,1.760,0.268,0.102,-9.262,,,,,,,,,,,,
2,A,27216250,2988,,,,,,,1.173,-0.018,-9.687,,,,,,,,,
2,B,27217079,3386,,,,,,,,,,0.047,0.375,-9.723,,,,,,
2,S,27217079,3386,2.400,0.800,1.120,0.263,0.087,-9.213,,,,,,,,,,,,
2,A,27219237,2987,,,,,,,1.158,0.041,-9.842,,,,,,,,,
2,B,27220466,3387,,,,,,,,,,,,,0.224,0.671,0.000,,,
2,S,27220466,3387,1.760,0.160,0.800,0.282,0.077,-9.258,,,,,,,,,,,,
2,A,27223219,3982,,,,,,,1.103,0.065,-9.917,,,,,,,,,
2,B,27223853,3387,,,,,,,,,,0.105,0.344,-9.812,,,,,,
2,S,27223853,3387,0.800,0.800,1.120,0.333,0.092,-9.352,,,,,,,,,,,,
2,A,27226206,2987,,,,,,,1.089,0.060,-9.876,,,,,,,,,
2,B,27227240,3387,,,,,,,,,,,,,,,,40.750,-96.562,15.312
2,S,27227240,3387,0.160,1.760,1.120,0.388,0.113,-9.408,,,,,,,,,,,,
2,A,27228198,1992,,,,,,,1.069,0.028,-9.836,,,,,,,,,
2,B,27229272,2032,,,,,,,,,,,,,-0.112,0.448,0.112,,,
2,S,27229272,2032,-0.160,2.080,1.440,0.403,0.122,-9.408,,,,,,,,,,,,
2,A,27233176,4978,,,,,,,1.092,0.007,-9.918,,,,,,,,,
2,B,27233336,4064,,,,,,,,,,0.191,0.395,-9.859,,,,,,
2,S,27233336,4064,-0.160,2.080,1.760,0.407,0.117,-9.398,,,,,,,,,,,,
2,A,27235168,1992,,,,,,,1.068,-0.014,-9.962,,,,,,,,,
2,B,27236046,2710,,,,,,,,,,,,,,,,40.438,-95.938,15.688
2,S,27236046,2710,0.800,1.760,2.080,0.398,0.102,-9.428,,,,,,,,,,,,
2,A,27238154,2986,,,,,,,1.072,0.026,-10.056,,,,,,,,,
2,B,27239432,3386,,,,,,,,,,,,,-0.224,0.336,0.112,,,
2,S,27239432,3386,1.120,0.800,1.760,0.398,0.087,-9.508,,,,,,,,,,,,
2,A,27242137,3983,,,,,,,1.096,0.034,-10.000,,,,,,,,,
2,B,27243497,4065,,,,,,,,,,0.191,0.375,-10.004,,,,,,
2,S,27243497,4065,1.120,0.480,1.760,0.398,0.087,-9.557,,,,,,,,,,,,
2,A,27245124,2987,,,,,,,1.160,0.023,-9.901,,,,,,,,,
2,B,27245529,2032,,,,,,,,,,0.199,0.355,-10.004,,,,,,
2,S,27245529,2032,0.480,0.800,2.400,0.398,0.092,-9.537,,,,,,,,,,,,
2,A,27248111,2987,,,,,,,1.209,-0.023,-9.764,,,,,,,,,
2,B,27248915,3386,,,,,,,,,,,,,,,,40.375,-97.500,16.688
2,S,27248915,3386,0.480,1.120,3.040,0.362,0.102,-9.457,,,,,,,,,,,,
2,A,27250102,1991,,,,,,,1.228,-0.026,-9.726,,,,,,,,,
2,B,27251606,2691,,,,,,,,,,,,,-0.224,-0.112,0.112,,,
2,S,27251606,2691,1.440,0.800,2.720,0.328,0.098,-9.398,,,,,,,,,,,,
2,A,27254085,3983,,,,,,,1.225,0.009,-9.772,,,,,,,,,
2,B,27254334,2728,,,,,,,,,,0.086,0.375,-9.852,,,,,,
2,S,27254334,2728,2.080,0.480,2.080,0.273,0.087,-9.348,,,,,,,,,,,,
2,A,27257072,2987,,,,,,,1.248,0.017,-9.844,,,,,,,,,
2,B,27257721,3387,,,,,,,,,,,,,,,,40.875,-96.875,15.875
2,S,27257721,5419,1.760,0.160,1.760,0.247,0.087,-9.383,,,,,,,,,,,,
2,A,27259063,1991,,,,,,,1.245,0.048,-9.882,,,,,,,,,
2,B,27260431,2710,,,,,,,,,,,,,0.000,-0.224,0.000,,,
2,S,27260431,678,-0.480,0.800,1.760,0.247,0.092,-9.387,,,,,,,,,,,,
2,A,27263046,3983,,,,,,,1.300,0.050,-9.832,,,,,,,,,
2,B,27263140,2709,,,,,,,,,,0.039,0.375,-9.883,,,,,,
2,S,27263140,2709,-0.480,1.120,1.760,0.233,0.098,-9.398,,,,,,,,,,,,
2,A,27266033,2987,,,,,,,1.289,0.022,-9.793,,,,,,,,,
2,B,27266527,3387,,,,,,,,,,,,,,,,39.375,-95.188,16.312
2,S,27266527,3387,-0.160,1.120,1.760,0.203,0.122,-9.393,,,,,,,,,,,,
2,A,27268024,1991,,,,,,,1.294,0.004,-9.831,,,,,,,,,
2,B,27269236,2709,,,,,,,,,,,,,-0.112,-0.112,-0.112,,,
2,S,27269236,2709,0.160,1.120,2.080,0.177,0.133,-9.383,,,,,,,,,,,,
2,A,27272007,3983,,,,,,,1.323,0.024,-9.894,,,,,,,,,
2,B,27273301,4065,,,,,,,,,,-0.020,0.395,-9.820,,,,,,
2,S,27273301,4065,0.800,0.800,2.720,0.152,0.117,-9.398,,,,,,,,,,,,
2,A,27274994,2987,,,,,,,1.314,0.037,-10.008,,,,,,,,,
2,B,27275333,2032,,,,,,,,,,-0.066,0.375,-10.000,,,,,,
2,S,27275333,2032,1.120,0.480,2.720,0.147,0.113,-9.432,,,,,,,,,,,,
2,A,27277981,2987,,,,,,,1.310,0.047,-10.084,,,,,,,,,
2,B,27278719,3386,,,,,,,,,,,,,,,,39.938,-95.438,15.000
2,S,27278719,3386,1.120,-0.160,3.040,0.158,0.107,-9.512,,,,,,,,,,,,
2,A,27279972,1991,,,,,,,1.336,0.083,-10.094,,,,,,,,,
2,B,27281429,2710,,,,,,,,,,,,,-0.112,-0.448,-0.112,,,
2,S,27281429,2710,0.480,-0.480,3.040,0.172,0.107,-9.568,,,,,,,,,,,,
2,A,27283955,3983,,,,,,,1.333,0.037,-10.023,,,,,,,,,
2,B,27284138,2709,,,,,,,,,,,,,,,,40.938,-95.750,15.000
2,S,27284138,2709,-0.160,-0.160,2.720,0.182,0.107,-9.598,,,,,,,,,,,,
2,A,27286942,2987,,,,,,,1.352,0.013,-10.019,,,,,,,,,
2,B,27287525,3387,,,,,,,,,,-0.008,0.402,-10.090,,,,,,
2,S,27287525,3387,-0.160,0.480,2.720,0.177,0.113,-9.598,,,,,,,,,,,,
2,A,27289929,2987,,,,,,,1.352,0.015,-10.036,,,,,,,,,
2,B,27290912,3387,,,,,,,,,,,,,-0.112,-0.783,-0.112,,,
2,S,27290912,3387,0.480,1.440,2.400,0.147,0.113,-9.588,,,,,,,,,,,,
2,A,27293911,3982,,,,,,,1.375,0.025,-10.085,,,,,,,,,
2,B,27294299,3387,,,,,,,,,,-0.047,0.375,-10.070,,,,,,
2,S,27294299,3387,1.440,2.080,1.760,0.122,0.102,-9.598,,,,,,,,,,,,
2,A,27296898,2987,,,,,,,1.414,0.028,-10.063,,,,,,,,,
2,B,27297686,3387,,,,,,,,,,,,,,,,40.750,-94.438,14.688
2,S,27297686,3387,1.120,1.120,1.760,0.122,0.107,-9.617,,,,,,,,,,,,
2,A,27298890,1992,,,,,,,1.401,0.031,-10.035,,,,,,,,,
2,B,27299718,2032,,,,,,,,,,,,,-0.112,-0.671,-0.112,,,
2,S,27299718,2032,1.120,1.120,2.080,0.122,0.107,-9.623,,,,,,,,,,,,
2,A,27301877,2987,,,,,,,1.402,0.031,-9.949,,,,,,,,,
2,B,27303105,3387,,,,,,,,,,-0.098,0.375,-10.121,,,,,,
2,S,27303105,3387,1.120,1.440,2.080,0.102,0.117,-9.592,,,,,,,,,,,,
2,A,27305860,3983,,,,,,,1.414,0.011,-9.861,,,,,,,,,
2,B,27306491,3386,,,,,,,,,,,,,,,,39.750,-95.312,15.438
2,S,27306491,3386,1.120,2.080,1.760,0.077,0.122,-9.518,,,,,,,,,,,,
2,A,27307851,1991,,,,,,,1.392,0.011,-9.841,,,,,,,,,
2,B,27308523,2032,,,,,,,,,,,,,0.112,-0.112,-0.224,,,
2,S,27308523,2032,1.120,1.760,1.760,0.068,0.117,-9.467,,,,,,,,,,,,
2,A,27311834,3983,,,,,,,1.398,-0.021,-9.822,,,,,,,,,
2,B,27313265,4742,,,,,,,,,,-0.113,0.363,-9.969,,,,,,
2,S,27313265,4742,1.440,0.800,1.760,0.062,0.083,-9.408,,,,,,,,,,,,
2,A,27314821,2987,,,,,,,1.390,0.001,-9.873,,,,,,,,,
2,B,27315297,2032,,,,,,,,,,-0.152,0.336,-9.938,,,,,,
2,S,27315297,2032,1.440,0.800,1.760,0.062,0.077,-9.412,,,,,,,,,,,,
2,A,27317808,2987,,,,,,,1.350,0.020,-9.892,,,,,,,,,
2,B,27318684,3387,,,,,,,,,,,,,,,,40.562,-96.812,15.938
2,S,27318684,3387,0.800,1.440,1.440,0.083,0.077,-9.432,,,,,,,,,,,,
2,A,27319799,1991,,,,,,,1.353,0.002,-9.881,,,,,,,,,
2,B,27320716,2032,,,,,,,,,,,,,0.336,0.224,-0.112,,,
2,S,27320716,2032,0.160,1.440,1.440,0.102,0.072,-9.438,,,,,,,,,,,,
2,A,27323782,3983,,,,,,,1.328,-0.028,-9.904,,,,,,,,,
2,B,27324103,3387,,,,,,,,,,-0.086,0.363,-9.930,,,,,,
2,S,27324103,3387,0.480,1.760,1.760,0.122,0.062,-9.438,,,,,,,,,,,,
2,A,27326769,2987,,,,,,,1.271,-0.039,-9.921,,,,,,,,,
2,B,27327490,3387,,,,,,,,,,,,,,,,39.375,-96.188,16.125
2,S,27327490,3387,0.800,1.120,1.440,0.142,0.058,-9.438,,,,,,,,,,,,
2,A,27328761,1992,,,,,,,1.260,-0.041,-9.952,,,,,,,,,
2,B,27329522,2032,,,,,,,,,,,,,0.224,0.224,-0.112,,,
2,S,27329522,2032,0.480,0.800,1.120,0.163,0.052,-9.463,,,,,,,,,,,,
2,A,27331748,2987,,,,,,,1.222,-0.036,-10.008,,,,,,,,,
2,B,27332909,3387,,,,,,,,,,-0.027,0.336,-9.980,,,,,,
2,S,27332909,3387,0.480,0.800,1.440,0.207,0.043,-9.512,,,,,,,,,,,,
2,A,27335730,3982,,,,,,,1.202,-0.018,-10.042,,,,,,,,,
2,B,27336295,3386,,,,,,,,,,,,,,,,40.375,-95.562,15.625
2,S,27336295,3386,0.800,0.800,1.760,0.242,0.037,-9.557,,,,,,,,,,,,
2,A,27337722,1992,,,,,,,1.192,-0.044,-10.050,,,,,,,,,
2,B,27338327,2032,,,,,,,,,,,,,0.000,0.112,0.000,,,
2,S,27338327,2032,0.800,1.120,2.080,0.258,0.037,-9.572,,,,,,,,,,,,
2,A,27341705,3983,,,,,,,1.167,-0.063,-9.969,,,,,,,,,
2,B,27343069,4742,,,,,,,,,,0.059,0.316,-10.031,,,,,,
2,S,27343069,4742,0.800,2.080,2.400,0.287,0.037,-9.553,,,,,,,,,,,,
2,A,27344692,2987,,,,,,,1.194,-0.059,-9.892,,,,,,,,,
2,B,27345101,2032,,,,,,,,,,0.125,0.305,-10.008,,,,,,
2,S,27345101,2032,1.760,2.400,2.720,0.297,0.033,-9.523,,,,,,,,,,,,
2,A,27347679,2987,,,,,,,1.194,-0.075,-9.859,,,,,,,,,
2,B,27348488,3387,,,,,,,,,,,,,,,,40.500,-95.375,15.312
2,S,27348488,3387,1.760,2.720,2.720,0.307,0.022,-9.477,,,,,,,,,,,,
2,A,27349670,1991,,,,,,,1.212,-0.067,-9.841,,,,,,,,,
2,B,27350520,2032,,,,,,,,,,,,,0.000,0.224,0.112,,,
2,S,27350520,2032,1.440,2.720,2.720,0.307,0.028,-9.453,,,,,,,,,,,,
2,A,27353653,3983,,,,,,,1.193,-0.050,-9.796,,,,,,,,,
2,B,27353907,3387,,,,,,,,,,,,,,,,40.500,-97.375,16.312
2,S,27353907,3387,1.440,2.400,2.400,0.297,0.028,-9.412,,,,,,,,,,,,
2,A,27356640,2987,,,,,,,1.207,-0.057,-9.752,,,,,,,,,
2,B,27357294,3387,,,,,,,,,,0.105,0.277,-9.902,,,,,,
2,S,27357294,3387,1.440,2.400,2.400,0.292,0.018,-9.363,,,,,,,,,,,,
2,A,27359627,2987,,,,,,,1.206,-0.061,-9.719,,,,,,,,,
2,B,27360680,3386,,,,,,,,,,,,,0.000,0.560,0.112,,,
2,S,27360680,3386,1.120,2.080,2.720,0.282,0.013,-9.312,,,,,,,,,,,,
2,A,27362614,2987,,,,,,,1.202,-0.070,-9.668,,,,,,,,,
2,B,27364067,3387,,,,,,,,,,0.047,0.289,-9.777,,,,,,
2,S,27364067,3387,0.800,2.080,2.400,0.278,0.013,-9.277,,,,,,,,,,,,
2,A,27366596,3982,,,,,,,1.199,-0.060,-9.657,,,,,,,,,
2,B,27367454,3387,,,,,,,,,,,,,,,,40.375,-97.500,16.688
2,S,27367454,3387,1.120,2.400,2.720,0.273,0.018,-9.258,,,,,,,,,,,,
2,A,27368588,1992,,,,,,,1.203,-0.074,-9.714,,,,,,,,,
2,B,27369486,2032,,,,,,,,,,,,,0.224,0.560,0.112,,,
2,S,27369486,2032,1.760,2.400,2.720,0.273,0.022,-9.262,,,,,,,,,,,,
2,A,27372570,3982,,,,,,,1.198,-0.033,-9.798,,,,,,,,,
2,B,27373550,4064,,,,,,,,,,0.086,0.297,-9.770,,,,,,
2,S,27373550,4064,1.760,0.800,2.720,0.268,0.033,-9.297,,,,,,,,,,,,
2,A,27375558,2988,,,,,,,1.192,-0.031,-9.828,,,,,,,,,
2,B,27376260,2710,,,,,,,,,,,,,,,,39.188,-95.938,16.312
2,S,27376260,2710,0.800,0.160,2.720,0.268,0.037,-9.328,,,,,,,,,,,,
2,A,27378545,2987,,,,,,,1.189,-0.041,-9.858,,,,,,,,,
2,B,27379647,3387,,,,,,,,,,,,,0.000,0.224,0.000,,,
2,S,27379647,3387,0.160,0.800,2.400,0.287,0.048,-9.373,,,,,,,,,,,,
2,A,27382527,3982,,,,,,,1.158,-0.026,-9.887,,,,,,,,,
2,B,27383711,4064,,,,,,,,,,0.086,0.316,-9.820,,,,,,
2,S,27383711,4064,-0.480,0.800,2.720,0.312,0.058,-9.412,,,,,,,,,,,,
2,A,27385514,2987,,,,,,,1.195,-0.023,-9.944,,,,,,,,,
2,B,27385743,2032,,,,,,,,,,0.098,0.324,-9.910,,,,,,
2,S,27385743,2032,-0.160,0.480,2.720,0.318,0.058,-9.428,,,,,,,,,,,,
2,A,27388502,2988,,,,,,,1.192,-0.005,-9.954,,,,,,,,,
2,B,27389130,3387,,,,,,,,,,,,,,,,40.625,-95.125,15.438
2,S,27389130,3387,0.160,0.160,3.040,0.312,0.062,-9.467,,,,,,,,,,,,
2,A,27390493,1991,,,,,,,1.216,0.015,-9.986,,,,,,,,,
2,B,27391162,2032,,,,,,,,,,,,,-0.112,-0.112,0.112,,,
2,S,27391162,2032,0.480,0.160,2.720,0.302,0.068,-9.492,,,,,,,,,,,,
2,A,27393480,2987,,,,,,,1.205,0.021,-10.010,,,,,,,,,
2,B,27394549,3387,,,,,,,,,,0.113,0.344,-10.008,,,,,,
2,S,27394549,3387,0.480,0.480,2.400,0.292,0.077,-9.523,,,,,,,,,,,,
2,A,27397463,3983,,,,,,,1.245,0.034,-9.964,,,,,,,,,
2,B,27397935,3386,,,,,,,,,,,,,,,,40.000,-95.875,15.125
2,S,27397935,3386,0.160,0.800,2.080,0.282,0.092,-9.533,,,,,,,,,,,,
2,A,27399454,1991,,,,,,,1.248,0.053,-9.960,,,,,,,,,
2,B,27400645,2710,,,,,,,,,,,,,-0.224,-0.448,0.000,,,
2,S,27400645,2710,-0.800,1.120,1.760,0.268,0.107,-9.523,,,,,,,,,,,,
2,A,27402441,2987,,,,,,,1.284,0.049,-9.925,,,,,,,,,
2,B,27403354,2709,,,,,,,,,,0.066,0.375,-10.000,,,,,,
2,S,27403354,2709,-0.800,1.440,1.760,0.247,0.113,-9.508,,,,,,,,,,,,
2,A,27406424,3983,,,,,,,1.314,0.065,-9.916,,,,,,,,,
2,B,27406741,3387,,,,,,,,,,,,,,,,39.875,-97.125,16.938
2,S,27406741,3387,0.160,1.760,2.080,0.223,0.122,-9.488,,,,,,,,,,,,
2,A,27408415,1991,,,,,,,1.320,0.061,-9.892,,,,,,,,,
2,B,27409451,2710,,,,,,,,,,,,,-0.112,-0.336,0.000,,,
2,S,27409451,2710,0.800,1.120,2.720,0.198,0.128,-9.473,,,,,,,,,,,,
2,A,27412398,3983,,,,,,,1.324,0.103,-9.906,,,,,,,,,
2,B,27413515,4064,,,,,,,,,,0.000,0.410,-9.973,,,,,,
2,S,27413515,4064,0.800,0.800,2.400,0.163,0.142,-9.463,,,,,,,,,,,,
2,A,27415385,2987,,,,,,,1.344,0.096,-9.893,,,,,,,,,
2,B,27415547,2032,,,,,,,,,,-0.059,0.449,-9.945,,,,,,
2,S,27415547,2032,0.160,0.800,1.760,0.152,0.147,-9.457,,,,,,,,,,,,
2,A,27418372,2987,,,,,,,1.363,0.104,-9.901,,,,,,,,,
2,B,27418934,3387,,,,,,,,,,,,,,,,39.375,-97.250,16.625
2,S,27418934,3387,-0.160,0.480,1.440,0.142,0.163,-9.453,,,,,,,,,,,,
2,A,27420364,1992,,,,,,,1.349,0.097,-9.911,,,,,,,,,
2,B,27421643,2709,,,,,,,,,,,,,0.000,-0.224,-0.112,,,
2,S,27421643,2709,-0.800,1.120,2.080,0.133,0.168,-9.457,,,,,,,,,,,,
2,A,27423351,2987,,,,,,,1.352,0.095,-9.948,,,,,,,,,
2,B,27424353,2710,,,,,,,,,,,,,,,,40.438,-94.938,15.188
2,S,27424353,2710,-0.480,0.800,2.400,0.122,0.168,-9.473,,,,,,,,,,,,
2,A,27427333,3982,,,,,,,1.326,0.094,-10.014,,,,,,,,,
2,B,27427739,3386,,,,,,,,,,-0.066,0.449,-9.965,,,,,,
2,S,27427739,3386,0.800,0.480,2.400,0.113,0.172,-9.492,,,,,,,,,,,,
2,A,27430320,2987,,,,,,,1.334,0.088,-10.048,,,,,,,,,
2,B,27431126,3387,,,,,,,,,,,,,-0.112,-0.224,-0.112,,,
2,S,27431126,3387,1.120,0.160,1.760,0.122,0.168,-9.533,,,,,,,,,,,,
2,A,27433308,2988,,,,,,,1.323,0.096,-10.082,,,,,,,,,
2,B,27434513,3387,,,,,,,,,,-0.066,0.430,-10.016,,,,,,
2,S,27434513,3387,0.800,0.160,1.440,0.142,0.168,-9.578,,,,,,,,,,,,
2,A,27437290,3982,,,,,,,1.316,0.096,-10.102,,,,,,,,,
2,B,27437900,3387,,,,,,,,,,,,,,,,39.312,-95.750,16.000
2,S,27437900,3387,0.480,0.800,1.760,0.168,0.172,-9.623,,,,,,,,,,,,
2,A,27439282,1992,,,,,,,1.298,0.086,-10.082,,,,,,,,,
2,B,27439932,2032,,,,,,,,,,,,,-0.224,-0.336,0.000,,,
2,S,27439932,2032,1.120,1.120,2.080,0.172,0.177,-9.637,,,,,,,,,,,,
2,A,27442269,2987,,,,,,,1.292,0.070,-10.074,,,,,,,,,
2,B,27443319,3387,,,,,,,,,,-0.020,0.441,-10.094,,,,,,
2,S,27443319,3387,1.120,1.440,2.080,0.182,0.177,-9.652,,,,,,,,,,,,
2,A,27446251,3982,,,,,,,1.298,0.081,-10.054,,,,,,,,,
2,B,27446706,3387,,,,,,,,,,,,,,,,40.500,-96.375,15.812
2,S,27446706,3387,1.440,1.440,2.080,0.193,0.168,-9.643,,,,,,,,,,,,
2,A,27448243,1992,,,,,,,1.314,0.064,-10.042,,,,,,,,,
2,B,27448738,2032,,,,,,,,,,,,,-0.112,-0.224,0.000,,,
2,S,27448738,6096,1.440,1.120,2.080,0.188,0.147,-9.592,,,,,,,,,,,,
2,A,27452226,3983,,,,,,,1.277,0.047,-9.965,,,,,,,,,
2,B,27453479,4741,,,,,,,,,,0.008,0.441,-10.102,,,,,,
2,S,27453479,677,2.080,1.120,2.080,0.188,0.142,-9.582,,,,,,,,,,,,
2,A,27454217,1991,,,,,,,1.297,0.054,-9.946,,,,,,,,,
2,B,27455511,2032,,,,,,,,,,-0.020,0.410,-10.066,,,,,,
2,S,27455511,2032,2.080,0.800,2.080,0.182,0.138,-9.553,,,,,,,,,,,,
2,A,27458200,3983,,,,,,,1.283,0.053,-9.873,,,,,,,,,
2,B,27458898,3387,,,,,,,,,,,,,,,,40.688,-96.125,15.188
2,S,27458898,3387,1.760,1.440,2.080,0.182,0.122,-9.492,,,,,,,,,,,,
2,A,27460191,1991,,,,,,,1.300,0.028,-9.819,,,,,,,,,
2,B,27460930,2032,,,,,,,,,,,,,0.224,0.000,0.000,,,
2,S,27460930,2032,1.760,2.080,2.080,0.182,0.113,-9.453,,,,,,,,,,,,
2,A,27463178,2987,,,,,,,1.279,0.005,-9.803,,,,,,,,,
2,B,27464317,3387,,,,,,,,,,-0.020,0.375,-9.902,,,,,,
2,S,27464317,3387,1.440,2.080,2.080,0.177,0.107,-9.398,,,,,,,,,,,,
2,A,27467161,3983,,,,,,,1.306,-0.017,-9.795,,,,,,,,,
2,B,27467704,3387,,,,,,,,,,,,,,,,39.812,-97.250,17.250
2,S,27467704,3387,1.120,1.440,1.760,0.168,0.107,-9.373,,,,,,,,,,,,
2,A,27469152,1991,,,,,,,1.264,-0.032,-9.783,,,,,,,,,
