Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,B,9106635,3387,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
1,S,9106635,677,0.480,1.440,2.080,-0.083,-0.049,-0.968,,,,,,,,,,,,
1,A,9108584,2987,,,,,,,0.232,-0.056,-1.010,,,,,,,,,
1,B,9109345,2710,,,,,,,,,,,,,,,,84.062,-76.938,-2.750
1,S,9109345,2710,0.480,1.440,2.400,-0.084,-0.049,-0.967,,,,,,,,,,,,
1,A,9112567,3983,,,,,,,0.233,-0.055,-1.008,,,,,,,,,
1,B,9112732,3387,,,,,,,,,,-0.098,-0.022,-1.013,,,,,,
1,S,9112732,3387,1.120,1.760,2.080,-0.084,-0.050,-0.965,,,,,,,,,,,,
1,A,9114558,1991,,,,,,,0.235,-0.055,-1.008,,,,,,,,,
1,B,9115442,2710,,,,,,,,,,,,,-0.224,-0.112,0.000,,,
1,S,9115442,2710,1.440,1.760,2.080,-0.083,-0.050,-0.964,,,,,,,,,,,,
1,A,9118541,3983,,,,,,,0.232,-0.055,-1.007,,,,,,,,,
1,B,9119506,4064,,,,,,,,,,,,,,,,84.250,-76.750,-3.375
1,S,9119506,4064,1.760,1.440,2.080,-0.082,-0.051,-0.963,,,,,,,,,,,,
1,A,9121528,2987,,,,,,,0.232,-0.057,-1.003,,,,,,,,,
1,B,9122893,3387,,,,,,,,,,-0.099,-0.022,-1.010,,,,,,
1,S,9122893,3387,1.440,0.480,1.760,-0.083,-0.051,-0.963,,,,,,,,,,,,
1,A,9124515,2987,,,,,,,0.233,-0.056,-1.000,,,,,,,,,
1,B,9124925,2032,,,,,,,,,,,,,0.112,0.000,0.000,,,
1,S,9124925,2032,1.120,0.480,1.440,-0.084,-0.050,-0.962,,,,,,,,,,,,
1,A,9128498,3983,,,,,,,0.234,-0.055,-0.999,,,,,,,,,
1,B,9129667,4742,,,,,,,,,,-0.097,-0.024,-1.007,,,,,,
1,S,9129667,4742,0.800,0.480,1.440,-0.084,-0.048,-0.959,,,,,,,,,,,,
1,A,9130489,1991,,,,,,,0.233,-0.056,-0.994,,,,,,,,,
1,B,9131699,2032,,,,,,,,,,,,,,,,83.125,-76.562,-3.062
1,S,9131699,2032,1.120,0.800,1.760,-0.084,-0.047,-0.958,,,,,,,,,,,,
1,A,9133477,2988,,,,,,,0.232,-0.055,-0.997,,,,,,,,,
1,B,9133731,2032,,,,,,,,,,-0.100,-0.022,-1.005,,,,,,
1,S,9133731,2032,1.440,1.120,1.760,-0.084,-0.047,-0.957,,,,,,,,,,,,
1,A,9136464,2987,,,,,,,0.232,-0.054,-0.998,,,,,,,,,
1,B,9137118,3387,,,,,,,,,,,,,0.336,0.000,0.000,,,
1,S,9137118,3387,1.440,1.120,1.440,-0.083,-0.048,-0.956,,,,,,,,,,,,
1,A,9138455,1991,,,,,,,0.234,-0.053,-0.999,,,,,,,,,
1,B,9139828,2710,,,,,,,,,,,,,,,,82.625,-76.188,-2.812
1,S,9139828,2710,1.120,1.120,2.080,-0.083,-0.048,-0.957,,,,,,,,,,,,
1,A,9142438,3983,,,,,,,0.235,-0.051,-1.000,,,,,,,,,
1,B,9142537,2709,,,,,,,,,,-0.099,-0.019,-1.009,,,,,,
1,S,9142537,2709,0.480,0.800,2.400,-0.083,-0.047,-0.958,,,,,,,,,,,,
1,A,9144429,1991,,,,,,,0.232,-0.050,-1.001,,,,,,,,,
1,B,9145247,2710,,,,,,,,,,,,,0.224,0.000,0.000,,,
1,S,9145247,2710,-0.160,0.160,2.400,-0.084,-0.046,-0.959,,,,,,,,,,,,
1,A,9148412,3983,,,,,,,0.233,-0.049,-1.005,,,,,,,,,
1,B,9149311,4064,,,,,,,,,,,,,,,,83.938,-77.688,-2.000
1,S,9149311,4064,-0.480,-0.160,2.080,-0.083,-0.044,-0.959,,,,,,,,,,,,
1,A,9151399,2987,,,,,,,0.233,-0.047,-1.008,,,,,,,,,
1,B,9152698,3387,,,,,,,,,,-0.099,-0.015,-1.011,,,,,,
1,S,9152698,3387,-0.800,1.120,2.080,-0.082,-0.043,-0.961,,,,,,,,,,,,
1,A,9154387,2988,,,,,,,0.232,-0.045,-1.008,,,,,,,,,
1,B,9154730,2032,,,,,,,,,,,,,-0.224,-0.112,0.000,,,
1,S,9154730,2032,-0.480,1.440,2.080,-0.081,-0.042,-0.962,,,,,,,,,,,,
1,A,9158369,3982,,,,,,,0.230,-0.047,-1.008,,,,,,,,,
1,B,9159472,4742,,,,,,,,,,,,,,,,82.750,-77.500,-1.750
1,S,9159472,4742,0.160,1.440,2.080,-0.082,-0.041,-0.964,,,,,,,,,,,,
1,A,9160361,1992,,,,,,,0.231,-0.047,-1.012,,,,,,,,,
1,B,9161504,2032,,,,,,,,,,-0.096,-0.014,-1.011,,,,,,
1,S,9161504,2032,0.800,1.440,2.080,-0.082,-0.041,-0.964,,,,,,,,,,,,
1,A,9163348,2987,,,,,,,0.230,-0.048,-1.009,,,,,,,,,
1,B,9163536,2032,,,,,,,,,,,,,-0.448,-0.112,0.000,,,
1,S,9163536,2032,1.120,1.120,2.080,-0.082,-0.042,-0.964,,,,,,,,,,,,
1,A,9167331,3983,,,,,,,0.232,-0.046,-1.010,,,,,,,,,
1,B,9168278,4742,,,,,,,,,,-0.097,-0.012,-1.013,,,,,,
1,S,9168278,4742,1.440,0.800,2.080,-0.080,-0.042,-0.962,,,,,,,,,,,,
1,A,9169322,1991,,,,,,,0.231,-0.046,-1.007,,,,,,,,,
1,B,9170310,2032,,,,,,,,,,,,,,,,83.750,-77.375,-2.500
1,S,9170310,2032,0.800,0.480,2.080,-0.080,-0.041,-0.963,,,,,,,,,,,,
1,A,9172309,2987,,,,,,,0.229,-0.049,-1.005,,,,,,,,,
1,B,9173020,2710,,,,,,,,,,-0.098,-0.014,-1.011,,,,,,
1,S,9173020,2710,0.480,0.480,1.760,-0.080,-0.042,-0.963,,,,,,,,,,,,
1,A,9174301,1992,,,,,,,0.230,-0.050,-1.004,,,,,,,,,
1,B,9175052,2032,,,,,,,,,,,,,-0.112,0.000,0.000,,,
1,S,9175052,2032,0.800,0.480,2.080,-0.080,-0.042,-0.962,,,,,,,,,,,,
1,A,9178283,3982,,,,,,,0.227,-0.050,-1.000,,,,,,,,,
1,B,9179116,4064,,,,,,,,,,,,,,,,83.750,-77.375,-2.500
1,S,9179116,4064,1.120,1.120,1.760,-0.079,-0.044,-0.960,,,,,,,,,,,,
1,A,9180275,1992,,,,,,,0.228,-0.053,-0.997,,,,,,,,,
1,B,9181826,2710,,,,,,,,,,-0.096,-0.016,-1.005,,,,,,
1,S,9181826,2710,1.760,2.080,1.760,-0.078,-0.044,-0.959,,,,,,,,,,,,
1,A,9183262,2987,,,,,,,0.229,-0.051,-1.000,,,,,,,,,
1,B,9183858,2032,,,,,,,,,,,,,0.336,0.000,0.000,,,
1,S,9183858,2032,2.080,2.400,1.760,-0.078,-0.044,-0.958,,,,,,,,,,,,
1,A,9187245,3983,,,,,,,0.227,-0.053,-0.999,,,,,,,,,
1,B,9187922,4064,,,,,,,,,,,,,,,,84.000,-76.500,-2.812
1,S,9187922,4064,2.080,2.080,2.080,-0.079,-0.045,-0.958,,,,,,,,,,,,
1,A,9190232,2987,,,,,,,0.226,-0.052,-0.997,,,,,,,,,
1,B,9191309,3387,,,,,,,,,,-0.094,-0.020,-1.004,,,,,,
1,S,9191309,3387,1.440,1.120,2.080,-0.078,-0.046,-0.958,,,,,,,,,,,,
1,A,9193219,2987,,,,,,,0.227,-0.054,-0.999,,,,,,,,,
1,B,9194019,2710,,,,,,,,,,,,,0.448,0.000,0.000,,,
1,S,9194019,2710,0.800,0.800,2.080,-0.078,-0.047,-0.957,,,,,,,,,,,,
1,A,9197202,3983,,,,,,,0.228,-0.053,-0.999,,,,,,,,,
1,B,9198083,4064,,,,,,,,,,,,,,,,83.812,-76.188,-2.688
1,S,9198083,4064,1.120,0.800,2.400,-0.077,-0.048,-0.958,,,,,,,,,,,,
1,A,9199194,1992,,,,,,,0.228,-0.055,-1.001,,,,,,,,,
1,B,9200115,2032,,,,,,,,,,-0.094,-0.018,-1.007,,,,,,
1,S,9200115,2032,1.440,0.800,2.080,-0.076,-0.048,-0.958,,,,,,,,,,,,
1,A,9202181,2987,,,,,,,0.227,-0.055,-1.002,,,,,,,,,
1,B,9202825,2710,,,,,,,,,,-0.092,-0.019,-1.009,,,,,,
1,S,9202825,2710,1.120,0.800,1.120,-0.076,-0.049,-0.959,,,,,,,,,,,,
1,A,9205168,2987,,,,,,,0.228,-0.054,-1.004,,,,,,,,,
1,B,9206193,3368,,,,,,,,,,,,,0.224,0.000,0.000,,,
1,S,9206193,3368,0.480,1.120,1.120,-0.076,-0.049,-0.960,,,,,,,,,,,,
1,A,9208155,2987,,,,,,,0.228,-0.054,-1.006,,,,,,,,,
1,B,9208921,2728,,,,,,,,,,,,,,,,83.312,-75.812,-3.125
1,S,9208921,2728,0.480,1.120,1.440,-0.078,-0.049,-0.959,,,,,,,,,,,,
1,A,9211142,2987,,,,,,,0.229,-0.054,-1.004,,,,,,,,,
1,B,9212308,3387,,,,,,,,,,-0.093,-0.022,-1.008,,,,,,
1,S,9212308,5420,0.800,0.480,1.760,-0.079,-0.049,-0.960,,,,,,,,,,,,
1,A,9214129,2987,,,,,,,0.229,-0.054,-1.003,,,,,,,,,
1,B,9215018,2710,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,9215018,677,0.160,0.480,1.760,-0.079,-0.049,-0.961,,,,,,,,,,,,
1,A,9218112,3983,,,,,,,0.229,-0.058,-1.003,,,,,,,,,
1,B,9219082,4064,,,,,,,,,,,,,,,,83.938,-77.062,-2.438
1,S,9219082,4064,0.160,0.480,2.080,-0.079,-0.051,-0.962,,,,,,,,,,,,
1,A,9221099,2987,,,,,,,0.231,-0.055,-1.003,,,,,,,,,
1,B,9222469,3387,,,,,,,,,,-0.097,-0.024,-1.006,,,,,,
1,S,9222469,3387,1.120,1.440,3.040,-0.080,-0.051,-0.960,,,,,,,,,,,,
1,A,9224086,2987,,,,,,,0.232,-0.058,-1.000,,,,,,,,,
1,B,9224501,2032,,,,,,,,,,,,,0.000,-0.112,0.000,,,
1,S,9224501,2032,1.760,2.080,3.360,-0.080,-0.051,-0.959,,,,,,,,,,,,
1,A,9228069,3983,,,,,,,0.233,-0.060,-0.995,,,,,,,,,
1,B,9228566,4065,,,,,,,,,,,,,,,,83.125,-75.125,-3.750
1,S,9228566,4065,1.760,1.440,2.400,-0.082,-0.051,-0.958,,,,,,,,,,,,
1,A,9230060,1991,,,,,,,0.232,-0.056,-1.001,,,,,,,,,
1,B,9231275,2709,,,,,,,,,,-0.098,-0.022,-1.007,,,,,,
1,S,9231275,2709,1.440,0.800,1.760,-0.083,-0.051,-0.957,,,,,,,,,,,,
1,A,9233047,2987,,,,,,,0.232,-0.056,-0.999,,,,,,,,,
1,B,9233307,2032,,,,,,,,,,,,,0.336,0.000,0.000,,,
1,S,9233307,2032,1.120,0.800,1.760,-0.083,-0.050,-0.957,,,,,,,,,,,,
1,A,9237030,3983,,,,,,,0.234,-0.055,-1.002,,,,,,,,,
1,B,9238049,4742,,,,,,,,,,-0.097,-0.022,-1.007,,,,,,
1,S,9238049,4742,0.800,0.800,1.760,-0.084,-0.050,-0.958,,,,,,,,,,,,
1,A,9239021,1991,,,,,,,0.234,-0.055,-1.001,,,,,,,,,
1,B,9240081,2032,,,,,,,,,,,,,,,,83.000,-76.812,-2.500
1,S,9240081,2032,0.480,0.480,1.760,-0.085,-0.051,-0.960,,,,,,,,,,,,
1,A,9241012,1991,,,,,,,0.235,-0.055,-1.006,,,,,,,,,
1,B,9242114,2033,,,,,,,,,,-0.101,-0.020,-1.013,,,,,,
1,S,9242114,2033,0.480,0.160,1.760,-0.085,-0.051,-0.961,,,,,,,,,,,,
1,A,9243999,2987,,,,,,,0.233,-0.054,-1.007,,,,,,,,,
1,B,9244823,2709,,,,,,,,,,,,,0.224,0.000,0.000,,,
1,S,9244823,2709,0.160,-0.160,1.760,-0.085,-0.050,-0.962,,,,,,,,,,,,
1,A,9247982,3983,,,,,,,0.233,-0.053,-1.008,,,,,,,,,
1,B,9248887,4064,,,,,,,,,,,,,,,,84.375,-76.562,-3.688
1,S,9248887,4064,0.160,0.480,1.760,-0.085,-0.047,-0.963,,,,,,,,,,,,
1,A,9250969,2987,,,,,,,0.234,-0.054,-1.009,,,,,,,,,
1,B,9252274,3387,,,,,,,,,,-0.101,-0.019,-1.014,,,,,,
1,S,9252274,3387,0.160,1.120,2.080,-0.084,-0.045,-0.964,,,,,,,,,,,,
1,A,9253956,2987,,,,,,,0.234,-0.051,-1.011,,,,,,,,,
1,B,9254307,2033,,,,,,,,,,,,,-0.448,-0.112,0.000,,,
1,S,9254307,2033,-0.160,1.440,2.080,-0.084,-0.046,-0.965,,,,,,,,,,,,
1,A,9257939,3983,,,,,,,0.235,-0.050,-1.014,,,,,,,,,
1,B,9259048,4741,,,,,,,,,,,,,,,,82.312,-74.562,-2.938
1,S,9259048,4741,-0.160,1.120,2.400,-0.083,-0.047,-0.967,,,,,,,,,,,,
1,A,9260926,2987,,,,,,,0.235,-0.049,-1.015,,,,,,,,,
1,B,9261758,2710,,,,,,,,,,-0.100,-0.018,-1.013,,,,,,
1,S,9261758,2710,-0.160,1.120,2.080,-0.083,-0.046,-0.968,,,,,,,,,,,,
1,A,9263913,2987,,,,,,,0.233,-0.049,-1.013,,,,,,,,,
1,B,9264467,2709,,,,,,,,,,,,,-0.671,-0.112,-0.112,,,
1,S,9264467,2709,-0.160,1.120,2.080,-0.084,-0.046,-0.968,,,,,,,,,,,,
1,A,9267896,3983,,,,,,,0.232,-0.049,-1.009,,,,,,,,,
1,B,9268532,4065,,,,,,,,,,,,,,,,84.562,-77.375,-3.062
1,S,9268532,4065,0.160,1.760,1.760,-0.084,-0.045,-0.967,,,,,,,,,,,,
1,A,9269887,1991,,,,,,,0.233,-0.050,-1.008,,,,,,,,,
1,B,9271241,2709,,,,,,,,,,-0.098,-0.016,-1.014,,,,,,
1,S,9271241,2709,0.480,1.760,1.440,-0.083,-0.045,-0.966,,,,,,,,,,,,
1,A,9272874,2987,,,,,,,0.233,-0.053,-1.006,,,,,,,,,
1,B,9273274,2033,,,,,,,,,,-0.096,-0.016,-1.014,,,,,,
1,S,9273274,2033,0.800,1.440,1.440,-0.083,-0.046,-0.965,,,,,,,,,,,,
1,A,9275861,2987,,,,,,,0.235,-0.052,-1.003,,,,,,,,,
1,B,9276660,3386,,,,,,,,,,,,,-0.336,0.000,0.000,,,
1,S,9276660,3386,0.800,1.120,2.080,-0.082,-0.045,-0.964,,,,,,,,,,,,
1,A,9278849,2988,,,,,,,0.230,-0.052,-0.999,,,,,,,,,
1,B,9280047,3387,,,,,,,,,,,,,,,,84.188,-76.812,-2.375
1,S,9280047,3387,1.440,1.120,2.080,-0.083,-0.044,-0.962,,,,,,,,,,,,
1,A,9281836,2987,,,,,,,0.231,-0.053,-0.999,,,,,,,,,
1,B,9283415,3368,,,,,,,,,,-0.097,-0.020,-1.010,,,,,,
1,S,9283415,3368,1.440,1.440,1.760,-0.082,-0.044,-0.960,,,,,,,,,,,,
1,A,9284823,2987,,,,,,,0.230,-0.052,-0.997,,,,,,,,,
1,B,9285467,2052,,,,,,,,,,,,,0.224,0.000,0.000,,,
1,S,9285467,2052,1.440,1.760,1.760,-0.082,-0.045,-0.958,,,,,,,,,,,,
1,A,9288805,3982,,,,,,,0.229,-0.053,-0.996,,,,,,,,,
1,B,9289531,4064,,,,,,,,,,,,,,,,83.250,-76.375,-2.688
1,S,9289531,4064,1.440,1.440,2.400,-0.082,-0.045,-0.957,,,,,,,,,,,,
1,A,9291793,2988,,,,,,,0.230,-0.053,-0.997,,,,,,,,,
1,B,9292918,3387,,,,,,,,,,-0.095,-0.019,-1.005,,,,,,
1,S,9292918,3387,1.120,1.120,3.040,-0.081,-0.045,-0.957,,,,,,,,,,,,
1,A,9294780,2987,,,,,,,0.228,-0.051,-0.999,,,,,,,,,
1,B,9294950,2032,,,,,,,,,,,,,0.336,0.112,0.000,,,
1,S,9294950,2032,0.800,1.440,3.040,-0.081,-0.045,-0.958,,,,,,,,,,,,
1,A,9299758,4978,,,,,,,0.231,-0.052,-1.001,,,,,,,,,
1,B,9300369,5419,,,,,,,,,,,,,,,,84.688,-76.188,-3.125
1,S,9300369,5419,0.800,1.120,1.760,-0.081,-0.046,-0.958,,,,,,,,,,,,
1,A,9301749,1991,,,,,,,0.231,-0.051,-1.000,,,,,,,,,
1,B,9303079,2710,,,,,,,,,,-0.098,-0.016,-1.008,,,,,,
1,S,9303079,2710,0.800,0.800,1.440,-0.081,-0.045,-0.958,,,,,,,,,,,,
1,A,9304737,2988,,,,,,,0.229,-0.051,-1.002,,,,,,,,,
1,B,9305111,2032,,,,,,,,,,,,,0.112,0.112,0.000,,,
1,S,9305111,2032,0.480,0.800,1.440,-0.082,-0.045,-0.958,,,,,,,,,,,,
1,A,9308719,3982,,,,,,,0.231,-0.049,-1.005,,,,,,,,,
1,B,9309175,4064,,,,,,,,,,-0.094,-0.017,-1.006,,,,,,
1,S,9309175,4064,0.480,1.120,1.760,-0.082,-0.046,-0.958,,,,,,,,,,,,
1,A,9310711,1992,,,,,,,0.230,-0.051,-1.006,,,,,,,,,
1,B,9311885,2710,,,,,,,,,,-0.096,-0.020,-1.009,,,,,,
1,S,9311885,2710,0.800,1.120,2.080,-0.081,-0.045,-0.959,,,,,,,,,,,,
1,A,9313698,2987,,,,,,,0.231,-0.052,-1.005,,,,,,,,,
1,B,9315272,3387,,,,,,,,,,,,,,,,84.688,-78.250,-2.812
1,S,9315272,3387,1.120,1.760,2.400,-0.081,-0.045,-0.961,,,,,,,,,,,,
1,A,9316685,2987,,,,,,,0.231,-0.051,-1.006,,,,,,,,,
1,B,9317304,2032,,,,,,,,,,,,,-0.224,0.000,0.000,,,
1,S,9317304,2032,1.120,1.440,2.400,-0.081,-0.045,-0.962,,,,,,,,,,,,
1,A,9319672,2987,,,,,,,0.230,-0.050,-1.003,,,,,,,,,
1,B,9320691,3387,,,,,,,,,,,,,,,,83.500,-76.625,-3.188
1,S,9320691,3387,1.120,0.800,2.400,-0.081,-0.045,-0.962,,,,,,,,,,,,
1,A,9322659,2987,,,,,,,0.230,-0.049,-1.005,,,,,,,,,
1,B,9324078,3387,,,,,,,,,,-0.096,-0.020,-1.009,,,,,,
1,S,9324078,3387,0.800,0.800,2.400,-0.080,-0.045,-0.960,,,,,,,,,,,,
1,A,9326642,3983,,,,,,,0.231,-0.052,-1.003,,,,,,,,,
1,B,9327445,3367,,,,,,,,,,,,,-0.224,-0.112,0.000,,,
1,S,9327445,3367,0.800,0.800,2.400,-0.080,-0.044,-0.960,,,,,,,,,,,,
1,A,9329629,2987,,,,,,,0.232,-0.050,-1.004,,,,,,,,,
1,B,9330174,2729,,,,,,,,,,-0.097,-0.017,-1.006,,,,,,
1,S,9330174,2729,1.120,0.800,2.400,-0.081,-0.044,-0.961,,,,,,,,,,,,
1,A,9332616,2987,,,,,,,0.232,-0.052,-1.003,,,,,,,,,
1,B,9333561,3387,,,,,,,,,,,,,,,,83.875,-76.688,-3.250
1,S,9333561,3387,1.440,1.120,2.400,-0.081,-0.045,-0.961,,,,,,,,,,,,
1,A,9335603,2987,,,,,,,0.232,-0.051,-1.003,,,,,,,,,
1,B,9336271,2710,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,9336271,2710,2.400,1.440,2.400,-0.082,-0.046,-0.961,,,,,,,,,,,,
1,A,9338590,2987,,,,,,,0.230,-0.052,-1.003,,,,,,,,,
1,B,9338980,2709,,,,,,,,,,-0.096,-0.019,-1.012,,,,,,
1,S,9338980,2709,2.400,1.760,2.720,-0.082,-0.046,-0.961,,,,,,,,,,,,
1,A,9341577,2987,,,,,,,0.230,-0.052,-1.003,,,,,,,,,
1,B,9342367,3387,,,,,,,,,,,,,,,,83.812,-78.875,-1.875
1,S,9342367,3387,1.760,2.080,3.040,-0.082,-0.046,-0.961,,,,,,,,,,,,
1,A,9343569,1992,,,,,,,0.231,-0.052,-1.006,,,,,,,,,
1,B,9345077,2710,,,,,,,,,,,,,0.112,0.000,0.000,,,
1,S,9345077,2710,1.120,2.080,3.040,-0.081,-0.046,-0.961,,,,,,,,,,,,
1,A,9348547,4978,,,,,,,0.232,-0.053,-1.005,,,,,,,,,
1,B,9349141,4064,,,,,,,,,,-0.095,-0.020,-1.010,,,,,,
1,S,9349141,4064,1.120,1.440,2.080,-0.081,-0.047,-0.962,,,,,,,,,,,,
1,A,9350539,1992,,,,,,,0.230,-0.051,-1.007,,,,,,,,,
1,B,9351173,2032,,,,,,,,,,-0.096,-0.020,-1.010,,,,,,
1,S,9351173,2032,0.800,1.440,1.760,-0.081,-0.048,-0.962,,,,,,,,,,,,
1,A,9353526,2987,,,,,,,0.233,-0.053,-1.004,,,,,,,,,
1,B,9354560,3387,,,,,,,,,,,,,,,,83.312,-77.875,-2.062
1,S,9354560,3387,1.120,1.760,1.760,-0.081,-0.047,-0.963,,,,,,,,,,,,
1,A,9356513,2987,,,,,,,0.232,-0.053,-1.006,,,,,,,,,
1,B,9357270,2710,,,,,,,,,,,,,0.112,0.000,-0.112,,,
1,S,9357270,2710,1.760,2.080,2.080,-0.081,-0.047,-0.962,,,,,,,,,,,,
1,A,9359500,2987,,,,,,,0.231,-0.051,-1.004,,,,,,,,,
1,B,9360638,3368,,,,,,,,,,,,,,,,84.500,-76.375,-2.562
1,S,9360638,3368,1.760,1.440,1.760,-0.082,-0.046,-0.962,,,,,,,,,,,,
1,A,9362487,2987,,,,,,,0.231,-0.053,-1.006,,,,,,,,,
1,B,9363367,2729,,,,,,,,,,-0.096,-0.019,-1.012,,,,,,
1,S,9363367,2729,0.800,1.120,1.760,-0.082,-0.046,-0.961,,,,,,,,,,,,
1,A,9365474,2987,,,,,,,0.230,-0.052,-1.006,,,,,,,,,
1,B,9366076,2709,,,,,,,,,,,,,0.000,0.000,-0.112,,,
1,S,9366076,2709,0.480,1.440,2.080,-0.082,-0.046,-0.961,,,,,,,,,,,,
1,A,9368461,2987,,,,,,,0.231,-0.053,-1.004,,,,,,,,,
1,B,9369463,3387,,,,,,,,,,-0.096,-0.019,-1.010,,,,,,
1,S,9369463,3387,0.480,1.120,2.080,-0.081,-0.047,-0.962,,,,,,,,,,,,
1,A,9371448,2987,,,,,,,0.232,-0.051,-1.003,,,,,,,,,
1,B,9372173,2710,,,,,,,,,,,,,,,,83.500,-77.625,-1.875
1,S,9372173,2710,0.800,0.800,2.080,-0.081,-0.048,-0.962,,,,,,,,,,,,
1,A,9373440,1992,,,,,,,0.230,-0.053,-0.999,,,,,,,,,
1,B,9374882,2709,,,,,,,,,,,,,0.112,0.112,-0.112,,,
1,S,9374882,2709,1.120,0.480,1.760,-0.080,-0.047,-0.962,,,,,,,,,,,,
1,A,9378418,4978,,,,,,,0.233,-0.052,-0.996,,,,,,,,,
1,B,9378947,4065,,,,,,,,,,-0.099,-0.019,-1.009,,,,,,
1,S,9378947,4065,1.120,1.120,1.760,-0.080,-0.047,-0.959,,,,,,,,,,,,
1,A,9380409,1991,,,,,,,0.232,-0.054,-0.998,,,,,,,,,
1,B,9381656,2709,,,,,,,,,,,,,,,,83.750,-76.312,-3.062
1,S,9381656,2709,1.440,1.760,2.080,-0.081,-0.047,-0.957,,,,,,,,,,,,
1,A,9383396,2987,,,,,,,0.231,-0.056,-0.997,,,,,,,,,
1,B,9384366,2710,,,,,,,,,,,,,0.336,0.112,-0.112,,,
1,S,9384366,2710,1.760,1.760,2.400,-0.082,-0.047,-0.956,,,,,,,,,,,,
1,A,9388375,4979,,,,,,,0.231,-0.054,-0.998,,,,,,,,,
1,B,9389107,4741,,,,,,,,,,-0.098,-0.019,-1.008,,,,,,
1,S,9389107,4741,1.760,0.800,1.760,-0.083,-0.049,-0.956,,,,,,,,,,,,
1,A,9390366,1991,,,,,,,0.231,-0.056,-0.998,,,,,,,,,
1,B,9391140,2033,,,,,,,,,,-0.098,-0.020,-1.004,,,,,,
1,S,9391140,2033,1.120,0.480,1.120,-0.082,-0.049,-0.957,,,,,,,,,,,,
1,A,9393353,2987,,,,,,,0.231,-0.054,-0.999,,,,,,,,,
1,B,9394527,3387,,,,,,,,,,,,,,,,83.375,-76.188,-2.312
1,S,9394527,3387,1.120,1.120,1.120,-0.081,-0.049,-0.958,,,,,,,,,,,,
1,A,9396340,2987,,,,,,,0.230,-0.054,-1.003,,,,,,,,,
1,B,9396559,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,9396559,2032,0.800,1.760,1.440,-0.080,-0.049,-0.958,,,,,,,,,,,,
1,A,9399327,2987,,,,,,,0.230,-0.056,-1.000,,,,,,,,,
1,B,9399946,3387,,,,,,,,,,-0.097,-0.020,-1.007,,,,,,
1,S,9399946,3387,0.160,1.760,1.760,-0.081,-0.049,-0.959,,,,,,,,,,,,
1,A,9402314,2987,,,,,,,0.230,-0.056,-1.005,,,,,,,,,
1,B,9403333,3387,,,,,,,,,,,,,,,,83.062,-76.062,-2.500
1,S,9403333,3387,0.160,1.120,1.440,-0.082,-0.049,-0.960,,,,,,,,,,,,
1,A,9404306,2987,,,,,,,0.230,-0.054,-1.008,,,,,,,,,
1,B,9405365,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,9405365,2032,0.480,1.120,1.440,-0.082,-0.049,-0.961,,,,,,,,,,,,
1,A,9409284,3983,,,,,,,0.229,-0.053,-1.011,,,,,,,,,
1,B,9410107,4742,,,,,,,,,,-0.098,-0.024,-1.013,,,,,,
1,S,9410107,4742,0.480,1.120,2.400,-0.080,-0.049,-0.962,,,,,,,,,,,,
1,A,9411276,1992,,,,,,,0.229,-0.054,-1.007,,,,,,,,,
1,B,9412139,2032,,,,,,,,,,,,,,,,83.062,-76.688,-2.812
1,S,9412139,2032,0.800,1.120,3.040,-0.080,-0.049,-0.962,,,,,,,,,,,,
1,A,9414263,2987,,,,,,,0.230,-0.054,-1.009,,,,,,,,,
1,B,9415526,3387,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,9415526,3387,0.800,1.120,2.720,-0.080,-0.049,-0.963,,,,,,,,,,,,
1,A,9419241,4978,,,,,,,0.231,-0.053,-1.010,,,,,,,,,
1,B,9419590,4064,,,,,,,,,,-0.095,-0.022,-1.012,,,,,,
1,S,9419590,4064,0.480,1.120,2.080,-0.080,-0.049,-0.964,,,,,,,,,,,,
1,A,9421232,1991,,,,,,,0.230,-0.053,-1.008,,,,,,,,,
1,B,9422300,2710,,,,,,,,,,-0.094,-0.019,-1.013,,,,,,
1,S,9422300,2710,0.800,1.120,1.760,-0.080,-0.048,-0.965,,,,,,,,,,,,
1,A,9424219,2987,,,,,,,0.230,-0.053,-1.009,,,,,,,,,
1,B,9425687,3387,,,,,,,,,,,,,,,,83.750,-77.375,-2.500
1,S,9425687,3387,0.800,1.120,2.080,-0.080,-0.048,-0.965,,,,,,,,,,,,
1,A,9427206,2987,,,,,,,0.230,-0.052,-1.007,,,,,,,,,
1,B,9427719,2032,,,,,,,,,,,,,0.000,0.000,0.000,,,
1,S,9427719,2032,0.160,1.120,2.400,-0.081,-0.048,-0.964,,,,,,,,,,,,
1,A,9430193,2987,,,,,,,0.228,-0.053,-1.007,,,,,,,,,
