Phase,ID,Time_uS,Delta_uS,SCH_Deg_s_X,SCH_Deg_s_Y,SCH_Deg_s_Z,SCH_G_X,SCH_G_Y,SCH_G_Z,ADXL_G_X,ADXL_G_Y,ADXL_G_Z,BNO_G_X,BNO_G_Y,BNO_G_Z,BNO_Deg_s_X,BNO_Deg_s_Y,BNO_Deg_s_Z,BNO_Mag_X,BNO_Mag_Y,BNO_Mag_Z
1,A,7736527,3982,,,,,,,0.249,-0.068,-1.003,,,,,,,,,
1,B,7737632,4064,,,,,,,,,,,,,,,,83.938,-75.062,-3.500
1,S,7737632,4064,3.360,1.760,1.760,-0.076,-0.057,-0.977,,,,,,,,,,,,
1,A,7738519,1992,,,,,,,0.227,-0.054,-1.011,,,,,,,,,
1,B,7739664,2032,,,,,,,,,,-0.065,-0.032,-1.039,,,,,,
1,S,7739664,2032,1.440,1.440,1.440,-0.103,-0.056,-0.967,,,,,,,,,,,,
1,A,7741506,2987,,,,,,,0.214,-0.053,-1.010,,,,,,,,,
1,B,7742374,2710,,,,,,,,,,-0.118,-0.022,-1.013,,,,,,
1,S,7742374,2710,0.160,-0.480,1.760,-0.110,-0.052,-0.960,,,,,,,,,,,,
1,A,7744493,2987,,,,,,,0.240,-0.044,-0.998,,,,,,,,,
1,B,7745083,2709,,,,,,,,,,,,,0.112,-0.336,0.000,,,
1,S,7745083,2709,-1.120,-1.440,2.080,-0.081,-0.048,-0.961,,,,,,,,,,,,
1,A,7746484,1991,,,,,,,0.244,-0.044,-0.994,,,,,,,,,
1,B,7747793,2710,,,,,,,,,,,,,,,,83.750,-76.312,-3.062
1,S,7747793,2710,-1.760,0.160,2.080,-0.063,-0.045,-0.960,,,,,,,,,,,,
1,A,7750467,3983,,,,,,,0.223,-0.051,-1.020,,,,,,,,,
1,B,7751180,3387,,,,,,,,,,-0.097,-0.011,-0.997,,,,,,
1,S,7751180,3387,-1.760,2.080,1.760,-0.080,-0.043,-0.954,,,,,,,,,,,,
1,A,7752458,1991,,,,,,,0.219,-0.051,-1.022,,,,,,,,,
1,B,7753212,2032,,,,,,,,,,,,,-0.560,-0.224,-0.112,,,
1,S,7753212,2032,-0.800,1.760,2.080,-0.089,-0.043,-0.956,,,,,,,,,,,,
1,A,7756441,3983,,,,,,,0.230,-0.049,-1.012,,,,,,,,,
1,B,7757276,4064,,,,,,,,,,,,,,,,83.812,-78.875,-1.875
1,S,7757276,4064,0.160,0.160,2.400,-0.082,-0.048,-0.970,,,,,,,,,,,,
1,A,7760424,3983,,,,,,,0.232,-0.048,-1.013,,,,,,,,,
1,B,7760663,3387,,,,,,,,,,-0.092,-0.020,-1.017,,,,,,
1,S,7760663,3387,1.760,0.480,3.360,-0.075,-0.050,-0.974,,,,,,,,,,,,
1,A,7762415,1991,,,,,,,0.238,-0.052,-1.007,,,,,,,,,
1,B,7763373,2710,,,,,,,,,,,,,-0.560,-0.448,0.000,,,
1,S,7763373,2710,2.080,1.120,3.360,-0.077,-0.049,-0.969,,,,,,,,,,,,
1,A,7766398,3983,,,,,,,0.254,-0.052,-0.996,,,,,,,,,
1,B,7767437,4064,,,,,,,,,,,,,,,,84.312,-78.188,-2.750
1,S,7767437,4064,2.080,0.480,3.360,-0.082,-0.044,-0.961,,,,,,,,,,,,
1,A,7768389,1991,,,,,,,0.252,-0.053,-1.003,,,,,,,,,
1,B,7769469,2032,,,,,,,,,,-0.097,-0.018,-1.015,,,,,,
1,S,7769469,2032,1.760,0.480,3.360,-0.087,-0.044,-0.959,,,,,,,,,,,,
1,A,7771376,2987,,,,,,,0.238,-0.055,-1.007,,,,,,,,,
1,B,7772179,2710,,,,,,,,,,,,,-0.112,-0.448,0.112,,,
1,S,7772179,2710,1.760,1.120,2.720,-0.095,-0.045,-0.960,,,,,,,,,,,,
1,A,7776355,4979,,,,,,,0.218,-0.048,-1.006,,,,,,,,,
1,B,7776920,4741,,,,,,,,,,-0.113,-0.020,-1.016,,,,,,
1,S,7776920,4741,1.760,2.400,1.440,-0.090,-0.048,-0.968,,,,,,,,,,,,
1,A,7778346,1991,,,,,,,0.213,-0.048,-1.006,,,,,,,,,
1,B,7779630,2710,,,,,,,,,,,,,,,,83.188,-75.938,-2.750
1,S,7779630,2710,0.800,1.440,1.440,-0.080,-0.048,-0.967,,,,,,,,,,,,
1,A,7782329,3983,,,,,,,0.218,-0.051,-1.012,,,,,,,,,
1,B,7783017,3387,,,,,,,,,,-0.093,-0.019,-1.012,,,,,,
1,S,7783017,3387,0.160,-0.480,2.080,-0.072,-0.047,-0.962,,,,,,,,,,,,
1,A,7785316,2987,,,,,,,0.217,-0.042,-1.007,,,,,,,,,
1,B,7785726,2709,,,,,,,,,,,,,-0.112,-0.112,0.000,,,
1,S,7785726,2709,0.160,-1.440,2.400,-0.070,-0.046,-0.962,,,,,,,,,,,,
1,A,7787308,1992,,,,,,,0.272,-0.062,-1.003,,,,,,,,,
1,B,7788436,2710,,,,,,,,,,,,,,,,84.438,-77.062,-3.562
1,S,7788436,2710,0.160,-1.440,2.720,-0.074,-0.048,-0.965,,,,,,,,,,,,
1,A,7790295,2987,,,,,,,0.259,-0.074,-1.010,,,,,,,,,
1,B,7791823,3387,,,,,,,,,,-0.090,-0.019,-1.017,,,,,,
1,S,7791823,3387,0.160,-0.480,2.400,-0.085,-0.048,-0.968,,,,,,,,,,,,
1,A,7794278,3983,,,,,,,0.245,-0.075,-1.008,,,,,,,,,
1,B,7795210,3387,,,,,,,,,,,,,-0.224,-0.448,0.336,,,
1,S,7795210,3387,0.480,1.120,2.080,-0.104,-0.048,-0.964,,,,,,,,,,,,
1,A,7797265,2987,,,,,,,0.214,-0.059,-1.024,,,,,,,,,
1,B,7797919,2709,,,,,,,,,,-0.118,-0.020,-1.013,,,,,,
1,S,7797919,2709,0.800,1.760,2.080,-0.106,-0.048,-0.964,,,,,,,,,,,,
1,A,7800252,2987,,,,,,,0.224,-0.040,-1.012,,,,,,,,,
1,B,7801306,3387,,,,,,,,,,,,,,,,83.312,-75.812,-3.125
1,S,7801306,3387,0.480,1.440,1.440,-0.085,-0.047,-0.966,,,,,,,,,,,,
1,A,7803240,2988,,,,,,,0.237,-0.042,-1.009,,,,,,,,,
1,B,7804016,2710,,,,,,,,,,,,,-0.448,-0.112,0.112,,,
1,S,7804016,2710,0.480,1.760,1.120,-0.074,-0.046,-0.965,,,,,,,,,,,,
1,A,7807223,3983,,,,,,,0.232,-0.043,-1.017,,,,,,,,,
1,B,7808080,4064,,,,,,,,,,-0.093,-0.017,-1.009,,,,,,
1,S,7808080,4064,0.480,1.440,2.080,-0.082,-0.048,-0.965,,,,,,,,,,,,
1,A,7809214,1991,,,,,,,0.242,-0.059,-1.009,,,,,,,,,
1,B,7810112,2032,,,,,,,,,,,,,,,,82.625,-76.750,-2.375
1,S,7810112,2032,1.440,1.120,2.720,-0.086,-0.050,-0.968,,,,,,,,,,,,
1,A,7813197,3983,,,,,,,0.251,-0.053,-0.992,,,,,,,,,
1,B,7813499,3387,,,,,,,,,,,,,-0.112,0.112,0.112,,,
1,S,7813499,3387,1.760,1.120,3.040,-0.089,-0.050,-0.970,,,,,,,,,,,,
1,A,7817180,3983,,,,,,,0.242,-0.050,-0.990,,,,,,,,,
1,B,7818241,4742,,,,,,,,,,-0.101,-0.022,-1.018,,,,,,
1,S,7818241,4742,1.760,1.120,2.720,-0.096,-0.046,-0.955,,,,,,,,,,,,
1,A,7819171,1991,,,,,,,0.245,-0.049,-0.988,,,,,,,,,
1,B,7820273,2032,,,,,,,,,,-0.108,-0.018,-0.995,,,,,,
1,S,7820273,2032,1.760,1.120,2.400,-0.095,-0.044,-0.948,,,,,,,,,,,,
1,A,7823154,3983,,,,,,,0.242,-0.054,-0.984,,,,,,,,,
1,B,7823660,3387,,,,,,,,,,,,,,,,83.750,-76.312,-3.062
1,S,7823660,3387,2.080,2.080,2.080,-0.087,-0.042,-0.943,,,,,,,,,,,,
1,A,7825145,1991,,,,,,,0.231,-0.053,-0.992,,,,,,,,,
1,B,7825692,2032,,,,,,,,,,,,,0.448,0.112,0.224,,,
1,S,7825692,2032,2.720,3.040,2.080,-0.087,-0.042,-0.943,,,,,,,,,,,,
1,A,7828132,2987,,,,,,,0.219,-0.057,-1.003,,,,,,,,,
1,B,7829079,3387,,,,,,,,,,-0.108,-0.018,-0.997,,,,,,
1,S,7829079,3387,3.040,3.040,1.760,-0.089,-0.045,-0.951,,,,,,,,,,,,
1,A,7831119,2987,,,,,,,0.221,-0.054,-1.003,,,,,,,,,
1,B,7832466,3387,,,,,,,,,,,,,,,,84.500,-76.938,-3.875
1,S,7832466,3387,2.720,2.080,1.440,-0.080,-0.049,-0.964,,,,,,,,,,,,
1,A,7834106,2987,,,,,,,0.226,-0.050,-0.997,,,,,,,,,
1,B,7834498,2032,,,,,,,,,,,,,0.783,0.448,0.000,,,
1,S,7834498,2032,1.120,1.120,1.440,-0.074,-0.049,-0.968,,,,,,,,,,,,
1,A,7837093,2987,,,,,,,0.231,-0.047,-1.001,,,,,,,,,
1,B,7837885,3387,,,,,,,,,,-0.087,-0.020,-1.023,,,,,,
1,S,7837885,3387,0.160,0.800,1.760,-0.073,-0.045,-0.965,,,,,,,,,,,,
1,A,7840080,2987,,,,,,,0.233,-0.045,-1.010,,,,,,,,,
1,B,7841272,3387,,,,,,,,,,,,,,,,84.188,-76.812,-2.312
1,S,7841272,3387,-1.440,0.800,2.080,-0.078,-0.041,-0.960,,,,,,,,,,,,
1,A,7843067,2987,,,,,,,0.234,-0.049,-1.013,,,,,,,,,
1,B,7843304,2032,,,,,,,,,,,,,0.000,0.112,-0.112,,,
1,S,7843304,2032,-1.760,0.800,2.400,-0.081,-0.040,-0.960,,,,,,,,,,,,
1,A,7847050,3983,,,,,,,0.230,-0.048,-1.022,,,,,,,,,
1,B,7848046,4742,,,,,,,,,,-0.095,-0.015,-1.008,,,,,,
1,S,7848046,4742,-1.440,1.120,2.400,-0.080,-0.041,-0.968,,,,,,,,,,,,
1,A,7849041,1991,,,,,,,0.226,-0.043,-1.022,,,,,,,,,
1,B,7850078,2032,,,,,,,,,,-0.093,-0.015,-1.018,,,,,,
1,S,7850078,2032,-0.800,1.440,2.080,-0.079,-0.042,-0.971,,,,,,,,,,,,
1,A,7853024,3983,,,,,,,0.220,-0.041,-1.014,,,,,,,,,
1,B,7853465,3387,,,,,,,,,,,,,,,,83.875,-76.688,-3.250
1,S,7853465,3387,-0.800,2.080,1.440,-0.076,-0.043,-0.972,,,,,,,,,,,,
1,A,7855016,1992,,,,,,,0.217,-0.044,-1.012,,,,,,,,,
1,B,7855497,2032,,,,,,,,,,,,,-0.783,-0.112,-0.224,,,
1,S,7855497,2032,-0.160,2.400,1.440,-0.073,-0.042,-0.968,,,,,,,,,,,,
1,A,7858003,2987,,,,,,,0.217,-0.047,-1.008,,,,,,,,,
1,B,7858884,3387,,,,,,,,,,,,,,,,83.438,-77.750,-2.312
1,S,7858884,3387,0.480,2.720,1.760,-0.071,-0.040,-0.961,,,,,,,,,,,,
1,A,7860990,2987,,,,,,,0.224,-0.049,-1.004,,,,,,,,,
1,B,7862271,3387,,,,,,,,,,-0.087,-0.012,-1.001,,,,,,
1,S,7862271,3387,1.440,1.760,2.400,-0.069,-0.040,-0.958,,,,,,,,,,,,
1,A,7864973,3983,,,,,,,0.230,-0.050,-0.992,,,,,,,,,
1,B,7865658,3387,,,,,,,,,,,,,-0.336,0.112,-0.224,,,
1,S,7865658,3387,2.720,1.120,2.400,-0.071,-0.043,-0.959,,,,,,,,,,,,
1,A,7867960,2987,,,,,,,0.231,-0.051,-0.985,,,,,,,,,
1,B,7869045,3387,,,,,,,,,,-0.088,-0.019,-1.009,,,,,,
1,S,7869045,3387,3.360,1.440,2.080,-0.075,-0.045,-0.957,,,,,,,,,,,,
1,A,7870947,2987,,,,,,,0.230,-0.053,-0.979,,,,,,,,,
1,B,7872432,3387,,,,,,,,,,,,,,,,84.125,-77.438,-2.625
1,S,7872432,3387,3.680,1.440,1.760,-0.080,-0.045,-0.951,,,,,,,,,,,,
1,A,7873934,2987,,,,,,,0.227,-0.053,-0.981,,,,,,,,,
1,B,7874464,2032,,,,,,,,,,,,,1.007,0.224,-0.224,,,
1,S,7874464,2032,3.680,1.440,1.440,-0.081,-0.044,-0.947,,,,,,,,,,,,
1,A,7876921,2987,,,,,,,0.222,-0.053,-0.984,,,,,,,,,
1,B,7877851,3387,,,,,,,,,,-0.094,-0.017,-0.997,,,,,,
1,S,7877851,3387,3.360,2.080,1.760,-0.078,-0.044,-0.945,,,,,,,,,,,,
1,A,7879908,2987,,,,,,,0.221,-0.055,-0.989,,,,,,,,,
1,B,7881238,3387,,,,,,,,,,,,,,,,83.000,-77.250,-2.375
1,S,7881238,3387,3.040,2.080,2.080,-0.074,-0.045,-0.947,,,,,,,,,,,,
1,A,7882895,2987,,,,,,,0.219,-0.054,-0.993,,,,,,,,,
1,B,7883270,2032,,,,,,,,,,,,,1.455,0.336,-0.112,,,
1,S,7883270,2032,1.760,1.760,1.760,-0.073,-0.046,-0.950,,,,,,,,,,,,
1,A,7886877,3982,,,,,,,0.224,-0.053,-1.003,,,,,,,,,
1,B,7887335,4065,,,,,,,,,,-0.091,-0.018,-1.003,,,,,,
1,S,7887335,4065,0.800,0.800,2.080,-0.072,-0.048,-0.957,,,,,,,,,,,,
1,A,7888869,1992,,,,,,,0.229,-0.053,-1.002,,,,,,,,,
1,B,7890044,2709,,,,,,,,,,-0.092,-0.019,-1.009,,,,,,
1,S,7890044,2709,-1.120,0.480,2.400,-0.073,-0.048,-0.959,,,,,,,,,,,,
1,A,7891856,3983,,,,,,,0.232,-0.052,-1.010,,,,,,,,,
1,B,7893431,3387,,,,,,,,,,,,,,,,83.312,-76.250,-3.000
1,S,7893431,3387,-1.120,0.800,2.720,-0.076,-0.047,-0.961,,,,,,,,,,,,
1,A,7894843,1991,,,,,,,0.233,-0.051,-1.014,,,,,,,,,
1,B,7895463,2032,,,,,,,,,,,,,0.448,0.000,-0.112,,,
1,S,7895463,2032,-1.440,0.480,2.400,-0.079,-0.046,-0.961,,,,,,,,,,,,
1,A,7897830,2987,,,,,,,0.233,-0.056,-1.016,,,,,,,,,
1,B,7898850,3387,,,,,,,,,,-0.096,-0.022,-1.009,,,,,,
1,S,7898850,3387,-1.120,0.800,1.760,-0.082,-0.047,-0.963,,,,,,,,,,,,
1,A,7900817,2987,,,,,,,0.236,-0.056,-1.018,,,,,,,,,
1,B,7902237,3387,,,,,,,,,,,,,,,,84.250,-75.750,-3.125
1,S,7902237,3387,-0.800,1.760,1.760,-0.083,-0.050,-0.966,,,,,,,,,,,,
1,A,7903804,2987,,,,,,,0.231,-0.058,-1.017,,,,,,,,,
1,B,7904269,2032,,,,,,,,,,,,,-0.783,-0.224,0.000,,,
1,S,7904269,2032,-0.160,2.400,1.760,-0.084,-0.052,-0.968,,,,,,,,,,,,
1,A,7906791,2987,,,,,,,0.228,-0.061,-1.016,,,,,,,,,
1,B,7907656,3387,,,,,,,,,,-0.097,-0.027,-1.017,,,,,,
1,S,7907656,3387,0.480,2.080,2.080,-0.083,-0.052,-0.969,,,,,,,,,,,,
1,A,7909778,2987,,,,,,,0.231,-0.061,-1.011,,,,,,,,,
1,B,7911043,3387,,,,,,,,,,,,,,,,84.062,-75.375,-4.438
1,S,7911043,3387,1.440,1.440,2.400,-0.082,-0.053,-0.968,,,,,,,,,,,,
1,A,7912765,2987,,,,,,,0.234,-0.062,-1.007,,,,,,,,,
1,B,7913075,2032,,,,,,,,,,,,,-0.560,-0.112,0.112,,,
1,S,7913075,6097,2.080,1.440,2.720,-0.082,-0.058,-0.963,,,,,,,,,,,,
1,A,7916748,3983,,,,,,,0.238,-0.065,-0.999,,,,,,,,,
1,B,7917817,4742,,,,,,,,,,-0.097,-0.029,-1.013,,,,,,
1,S,7917817,677,2.720,1.760,3.040,-0.083,-0.058,-0.962,,,,,,,,,,,,
1,A,7918739,1991,,,,,,,0.238,-0.065,-0.996,,,,,,,,,
1,B,7919849,2032,,,,,,,,,,-0.102,-0.032,-1.011,,,,,,
1,S,7919849,2032,2.720,2.080,3.040,-0.084,-0.058,-0.961,,,,,,,,,,,,
1,A,7922722,3983,,,,,,,0.238,-0.068,-0.992,,,,,,,,,
1,B,7923236,3387,,,,,,,,,,,,,,,,83.750,-76.750,-3.000
1,S,7923236,3387,3.040,1.440,2.080,-0.087,-0.058,-0.960,,,,,,,,,,,,
1,A,7924713,1991,,,,,,,0.235,-0.066,-0.993,,,,,,,,,
1,B,7925268,2032,,,,,,,,,,,,,0.336,0.000,0.112,,,
1,S,7925268,2032,2.720,0.800,2.080,-0.089,-0.058,-0.959,,,,,,,,,,,,
1,A,7927700,2987,,,,,,,0.234,-0.064,-0.997,,,,,,,,,
1,B,7928655,3387,,,,,,,,,,,,,,,,84.250,-77.750,-2.875
1,S,7928655,3387,2.400,0.800,2.080,-0.089,-0.059,-0.959,,,,,,,,,,,,
1,A,7930687,2987,,,,,,,0.232,-0.063,-0.998,,,,,,,,,
1,B,7932042,3387,,,,,,,,,,-0.106,-0.033,-1.008,,,,,,
1,S,7932042,3387,1.760,0.800,2.080,-0.087,-0.059,-0.959,,,,,,,,,,,,
1,A,7934670,3983,,,,,,,0.230,-0.061,-1.004,,,,,,,,,
1,B,7935429,3387,,,,,,,,,,,,,0.671,0.000,0.112,,,
1,S,7935429,3387,0.160,1.120,2.080,-0.084,-0.058,-0.962,,,,,,,,,,,,
1,A,7937657,2987,,,,,,,0.231,-0.058,-1.010,,,,,,,,,
1,B,7938816,3387,,,,,,,,,,-0.100,-0.028,-1.012,,,,,,
1,S,7938816,3387,-1.760,1.120,2.080,-0.081,-0.056,-0.965,,,,,,,,,,,,
1,A,7940644,2987,,,,,,,0.233,-0.056,-1.013,,,,,,,,,
1,B,7941526,2710,,,,,,,,,,,,,,,,84.625,-77.812,-2.938
1,S,7941526,2710,-2.080,0.800,2.400,-0.080,-0.054,-0.966,,,,,,,,,,,,
1,A,7943631,2987,,,,,,,0.235,-0.054,-1.015,,,,,,,,,
1,B,7944235,2709,,,,,,,,,,,,,-0.224,-0.112,0.112,,,
1,S,7944235,2709,-1.440,0.480,2.400,-0.080,-0.052,-0.967,,,,,,,,,,,,
1,A,7946618,2987,,,,,,,0.234,-0.052,-1.015,,,,,,,,,
1,B,7947622,3387,,,,,,,,,,-0.097,-0.025,-1.014,,,,,,
1,S,7947622,3387,-0.800,0.480,2.080,-0.083,-0.050,-0.966,,,,,,,,,,,,
1,A,7949605,2987,,,,,,,0.234,-0.051,-1.016,,,,,,,,,
1,B,7951009,3387,,,,,,,,,,,,,,,,83.938,-77.125,-3.125
1,S,7951009,3387,-0.480,1.120,2.080,-0.086,-0.049,-0.966,,,,,,,,,,,,
1,A,7952592,2987,,,,,,,0.234,-0.049,-1.012,,,,,,,,,
1,B,7953041,2032,,,,,,,,,,,,,-1.007,-0.224,0.112,,,
1,S,7953041,2032,-0.480,1.440,2.080,-0.086,-0.048,-0.965,,,,,,,,,,,,
1,A,7956575,3983,,,,,,,0.229,-0.050,-1.011,,,,,,,,,
1,B,7957106,4065,,,,,,,,,,-0.099,-0.022,-1.013,,,,,,
1,S,7957106,4065,-0.160,1.120,2.080,-0.083,-0.046,-0.965,,,,,,,,,,,,
1,A,7958566,1991,,,,,,,0.228,-0.047,-1.007,,,,,,,,,
1,B,7959815,2709,,,,,,,,,,-0.096,-0.016,-1.009,,,,,,
1,S,7959815,2709,0.480,1.120,2.400,-0.082,-0.045,-0.964,,,,,,,,,,,,
1,A,7961554,2988,,,,,,,0.229,-0.050,-1.002,,,,,,,,,
1,B,7963202,3387,,,,,,,,,,,,,,,,83.688,-75.875,-3.188
1,S,7963202,3387,0.800,1.120,2.720,-0.081,-0.045,-0.961,,,,,,,,,,,,
1,A,7964541,2987,,,,,,,0.229,-0.049,-0.996,,,,,,,,,
1,B,7965234,2032,,,,,,,,,,,,,-0.671,-0.112,0.112,,,
1,S,7965234,2032,1.760,1.120,2.400,-0.080,-0.044,-0.959,,,,,,,,,,,,
1,A,7967528,2987,,,,,,,0.231,-0.048,-0.993,,,,,,,,,
1,B,7968621,3387,,,,,,,,,,-0.093,-0.017,-1.005,,,,,,
1,S,7968621,3387,2.400,1.760,2.080,-0.080,-0.044,-0.956,,,,,,,,,,,,
1,A,7970515,2987,,,,,,,0.231,-0.049,-0.987,,,,,,,,,
1,B,7972008,3387,,,,,,,,,,,,,,,,84.438,-77.000,-2.812
1,S,7972008,3387,3.040,2.080,2.400,-0.081,-0.042,-0.952,,,,,,,,,,,,
1,A,7973502,2987,,,,,,,0.229,-0.049,-0.986,,,,,,,,,
1,B,7974040,2032,,,,,,,,,,,,,0.336,0.000,0.000,,,
1,S,7974040,2032,3.040,1.760,2.400,-0.082,-0.041,-0.951,,,,,,,,,,,,
1,A,7977485,3983,,,,,,,0.230,-0.046,-0.988,,,,,,,,,
1,B,7978105,4065,,,,,,,,,,-0.098,-0.014,-1.002,,,,,,
1,S,7978105,4065,2.720,0.800,2.080,-0.082,-0.038,-0.950,,,,,,,,,,,,
1,A,7979476,1991,,,,,,,0.229,-0.045,-0.991,,,,,,,,,
1,B,7980814,2709,,,,,,,,,,,,,,,,82.875,-75.750,-3.000
1,S,7980814,2709,1.760,0.800,2.080,-0.081,-0.037,-0.951,,,,,,,,,,,,
1,A,7982463,2987,,,,,,,0.226,-0.043,-0.995,,,,,,,,,
1,B,7982846,2032,,,,,,,,,,,,,0.560,0.112,0.000,,,
1,S,7982846,2032,1.440,1.120,2.080,-0.080,-0.037,-0.952,,,,,,,,,,,,
1,A,7986446,3983,,,,,,,0.225,-0.041,-1.004,,,,,,,,,
1,B,7986911,4065,,,,,,,,,,-0.095,-0.011,-1.002,,,,,,
1,S,7986911,4065,1.120,1.440,1.440,-0.078,-0.036,-0.956,,,,,,,,,,,,
1,A,7988437,1991,,,,,,,0.229,-0.039,-1.006,,,,,,,,,
1,B,7989620,2709,,,,,,,,,,,,,,,,82.688,-77.062,-1.812
1,S,7989620,2709,0.160,1.120,1.120,-0.078,-0.034,-0.959,,,,,,,,,,,,
1,A,7992420,3983,,,,,,,0.229,-0.037,-1.012,,,,,,,,,
1,B,7993007,3387,,,,,,,,,,,,,-0.224,0.000,-0.112,,,
1,S,7993007,3387,-0.480,1.120,1.120,-0.079,-0.033,-0.962,,,,,,,,,,,,
1,A,7996403,3983,,,,,,,0.233,-0.037,-1.019,,,,,,,,,
1,B,7997071,4064,,,,,,,,,,-0.093,-0.004,-1.009,,,,,,
1,S,7997071,4064,-0.800,1.120,1.760,-0.079,-0.033,-0.965,,,,,,,,,,,,
1,A,7998394,1991,,,,,,,0.232,-0.042,-1.016,,,,,,,,,
1,B,7999104,2033,,,,,,,,,,-0.095,-0.004,-1.011,,,,,,
1,S,7999104,2033,-1.120,1.120,2.400,-0.079,-0.033,-0.966,,,,,,,,,,,,
1,A,8001381,2987,,,,,,,0.233,-0.037,-1.018,,,,,,,,,
1,B,8002491,3387,,,,,,,,,,,,,,,,83.938,-77.688,-2.000
1,S,8002491,3387,-0.480,1.440,2.720,-0.082,-0.034,-0.968,,,,,,,,,,,,
1,A,8004368,2987,,,,,,,0.233,-0.041,-1.017,,,,,,,,,
1,B,8005200,2709,,,,,,,,,,,,,-0.895,-0.224,-0.112,,,
1,S,8005200,2709,0.160,1.440,2.400,-0.084,-0.034,-0.969,,,,,,,,,,,,
1,A,8007355,2987,,,,,,,0.232,-0.043,-1.015,,,,,,,,,
1,B,8007910,2710,,,,,,,,,,-0.098,-0.006,-1.012,,,,,,
1,S,8007910,2710,0.160,1.120,2.400,-0.084,-0.034,-0.969,,,,,,,,,,,,
1,A,8010342,2987,,,,,,,0.232,-0.044,-1.010,,,,,,,,,
1,B,8011297,3387,,,,,,,,,,,,,,,,83.625,-78.500,-1.688
1,S,8011297,3387,0.800,1.760,2.400,-0.084,-0.036,-0.967,,,,,,,,,,,,
1,A,8013329,2987,,,,,,,0.231,-0.047,-1.005,,,,,,,,,
1,B,8014006,2709,,,,,,,,,,,,,-0.448,0.000,-0.112,,,
1,S,8014006,2709,2.080,2.080,2.720,-0.083,-0.038,-0.965,,,,,,,,,,,,
1,A,8017312,3983,,,,,,,0.233,-0.052,-0.999,,,,,,,,,
1,B,8018071,4065,,,,,,,,,,-0.097,-0.011,-1.009,,,,,,
1,S,8018071,4065,2.720,1.760,2.080,-0.082,-0.043,-0.963,,,,,,,,,,,,
1,A,8019303,1991,,,,,,,0.234,-0.055,-0.997,,,,,,,,,
1,B,8020103,2032,,,,,,,,,,,,,,,,83.562,-78.062,-2.562
1,S,8020103,2032,3.360,1.760,1.760,-0.082,-0.046,-0.962,,,,,,,,,,,,
1,A,8023286,3983,,,,,,,0.234,-0.057,-0.994,,,,,,,,,
1,B,8023490,3387,,,,,,,,,,,,,0.783,0.112,0.000,,,
1,S,8023490,3387,3.360,1.440,2.400,-0.083,-0.048,-0.960,,,,,,,,,,,,
1,A,8027269,3983,,,,,,,0.235,-0.058,-0.996,,,,,,,,,
